RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id,individual_id
0,0,23,5,1,0,2,2,7,6,2,3,2,5,1,157,405
0,0,28,0,5,3,3,1,8,0,1,1,2,7,1,158,406
1,1,28,0,5,3,3,1,9,0,1,1,2,25,1,158,407
0,1,77,4,0,0,2,1,5,0,1,3,0,3,1,159,408
1,1,85,0,1,0,2,1,1,0,1,3,0,4,2,160,409
0,0,85,0,1,0,2,1,1,0,1,3,0,7,2,160,410
0,1,57,3,0,0,2,1,8,0,1,3,0,4,2,161,411
0,1,42,3,0,0,2,1,9,0,1,1,2,16,1,162,412
3,1,71,3,0,0,2,1,6,0,1,3,0,10,1,162,413
0,0,38,0,7,0,2,1,6,0,1,1,2,13,1,163,414
1,1,42,0,3,2,4,1,2,0,1,1,2,5,1,163,415
2,0,9,5,8,0,2,2,1,3,2,0,0,0,0,163,416
0,0,44,0,5,2,4,1,7,0,1,1,2,17,1,164,417
1,1,47,0,5,2,4,1,8,0,1,1,2,16,1,164,418
7,1,49,0,0,3,4,1,9,0,1,3,0,0,1,164,419
4,0,29,1,5,0,4,1,6,0,1,1,2,19,1,164,420
7,1,67,4,0,0,2,1,6,0,1,3,0,9,1,165,421
0,0,67,3,0,0,2,1,3,0,1,3,0,10,1,165,422
7,1,30,0,0,2,4,1,7,6,1,1,2,0,1,166,423
1,1,33,0,0,0,5,1,6,0,1,1,2,13,1,166,424
2,0,7,5,0,0,2,2,1,3,2,0,0,0,0,166,425
2,0,2,5,7,0,0,0,0,0,0,0,0,0,0,166,426
1,1,61,0,0,0,2,1,9,0,1,1,1,6,1,167,427
0,0,60,0,0,0,2,1,7,0,1,1,1,14,1,167,428
0,0,51,0,0,0,2,1,10,0,1,1,2,99,1,168,429
0,0,51,0,0,0,2,1,10,0,1,1,2,99,1,168,430
2,1,24,4,0,0,2,2,7,5,2,3,1,0,1,168,431
2,1,18,5,0,0,2,2,5,5,2,3,0,1,1,168,432
0,1,83,4,0,0,4,1,2,0,1,3,0,14,1,169,433
0,0,80,0,4,3,5,1,9,0,1,3,1,5,1,170,434
1,1,75,0,4,3,1,1,6,0,1,3,0,0,1,170,435
6,0,63,4,0,0,2,1,7,0,1,3,1,4,1,171,436
1,1,41,0,0,0,2,2,7,6,2,1,2,17,1,171,437
0,0,43,0,0,0,2,2,7,6,2,1,1,7,1,171,438
2,1,33,5,6,0,3,1,6,0,1,1,1,4,1,171,439
2,0,22,5,0,0,3,1,6,0,1,1,2,4,1,171,440
0,1,82,4,0,2,3,1,7,0,1,3,0,18,1,172,441
7,1,30,5,6,3,5,1,3,0,1,1,2,7,1,173,442
6,0,6,5,6,0,2,2,1,3,2,0,0,0,0,173,443
0,1,31,5,6,3,5,2,6,6,2,1,2,6,1,173,444
0,0,32,1,6,3,4,1,2,0,1,1,2,7,1,173,445
1,0,44,0,0,3,3,1,6,0,1,1,2,7,1,174,446
2,0,11,5,0,0,3,2,2,4,2,0,0,0,0,174,447
2,1,8,5,0,0,3,2,1,3,2,0,0,0,0,174,448
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,174,449
0,0,47,0,0,2,5,1,2,0,1,1,2,7,2,174,450
2,0,19,5,0,3,3,1,6,0,1,0,0,10,0,174,451
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,175,452
1,1,21,0,0,0,2,1,6,0,1,3,2,11,1,175,453
0,0,24,0,0,0,2,2,7,6,2,1,2,15,1,175,454
1,1,50,0,5,3,4,1,9,0,1,3,2,0,1,176,455
2,1,22,5,5,0,2,1,8,0,1,1,2,0,1,176,456
0,0,54,0,5,3,4,1,9,0,1,1,1,15,1,176,457
4,0,26,5,5,3,4,1,8,0,1,1,2,4,1,176,458
0,1,50,0,0,0,2,1,6,0,1,1,2,65,1,177,459
1,1,44,0,0,0,2,1,9,0,1,1,2,66,1,177,460
0,0,52,0,7,0,2,1,10,0,1,1,2,27,1,178,461
2,1,30,5,7,0,2,1,6,0,1,2,2,5,1,178,462
1,1,50,0,5,2,5,1,2,0,1,3,2,7,1,178,463
0,0,47,5,0,0,2,1,6,0,1,2,2,6,1,179,464
1,1,35,0,6,0,2,1,6,0,1,1,2,15,1,180,465
0,0,50,0,0,0,2,1,8,0,1,1,2,26,1,180,466
1,0,69,0,8,0,2,1,9,0,1,3,2,26,1,181,467
0,1,73,0,0,0,2,1,10,0,1,3,0,25,1,181,468
2,0,19,5,0,0,2,2,7,6,2,1,2,0,1,182,469
0,0,48,0,0,3,2,1,10,0,1,1,1,15,1,182,470
2,0,18,5,0,0,2,2,7,6,2,1,2,0,1,182,471
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,182,472
1,1,46,0,0,3,2,1,9,0,1,1,1,6,1,182,473
0,0,57,0,0,0,2,1,10,0,1,1,2,39,1,183,474
1,1,43,0,0,0,2,1,9,0,1,1,2,14,1,183,475
2,1,8,5,0,0,2,2,1,4,3,0,0,0,0,184,476
0,0,41,3,0,0,2,1,8,0,1,1,2,54,1,184,477
2,1,42,0,0,2,3,1,8,0,1,1,2,12,1,185,478
0,1,46,0,0,2,2,1,6,0,1,3,1,8,1,185,479
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,185,480
0,1,66,4,0,0,2,1,6,0,1,3,0,11,1,186,481
0,0,53,0,0,0,2,1,0,0,1,3,2,4,2,187,482
1,0,57,0,0,0,2,1,6,0,1,1,2,16,2,187,483
0,0,40,0,5,2,4,1,0,0,1,1,1,6,1,188,484
2,1,18,5,5,0,3,2,6,5,2,1,2,0,1,188,485
2,1,17,5,5,0,3,2,4,5,2,3,0,0,1,188,486
2,1,11,5,5,0,4,2,2,4,2,0,0,0,0,188,487
2,1,5,5,5,0,4,2,0,2,2,0,0,0,0,188,488
0,1,71,4,0,0,2,1,4,0,1,3,0,6,1,189,489
0,0,63,4,0,0,2,1,8,0,1,3,0,16,1,189,490
7,1,25,2,2,0,3,2,8,6,2,1,2,15,1,190,491
7,0,54,5,2,0,2,1,1,0,1,1,2,11,1,190,492
7,1,9,5,2,2,3,2,1,5,2,0,0,0,0,190,493
7,0,54,5,2,0,2,1,1,0,1,1,2,12,1,190,494
0,0,44,1,0,0,2,1,9,0,1,1,2,34,1,191,495
0,1,64,4,0,0,2,1,5,0,1,3,0,5,1,192,496
2,0,41,5,0,0,2,1,6,0,1,1,2,10,1,192,497
2,0,32,3,0,0,2,1,6,0,1,1,2,8,1,192,498
4,1,51,4,0,0,2,1,8,0,1,0,2,4,2,193,499
0,1,46,3,0,0,2,2,8,6,2,3,0,6,2,193,500
0,1,45,5,0,0,2,1,9,0,1,2,1,7,1,194,501
0,0,41,5,6,3,1,1,1,0,1,3,2,0,1,194,502
7,1,37,5,6,3,5,1,7,0,1,1,1,3,1,194,503
7,0,22,5,0,0,2,1,6,0,1,1,2,16,1,195,504
0,0,50,3,6,0,3,1,1,0,1,3,0,5,1,196,505
0,0,43,5,0,0,2,1,9,0,1,1,2,14,1,197,506
0,1,49,5,0,0,2,1,6,0,1,3,1,17,1,198,507
2,0,4,5,1,0,2,2,0,1,2,0,0,0,0,199,508
0,1,40,3,0,0,2,1,7,0,1,1,2,15,1,199,509
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,200,510
1,1,39,0,0,3,3,1,5,0,1,3,2,13,2,200,511
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,200,512
0,0,46,0,0,2,2,1,2,0,1,3,2,18,2,200,513
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,200,514
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,201,515
0,1,31,0,6,3,1,1,0,0,1,3,2,8,1,201,516
2,0,6,5,6,3,5,2,1,3,2,0,0,0,0,201,517
2,0,6,5,6,0,5,2,1,3,2,0,0,0,0,201,518
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,201,519
0,0,53,0,3,3,4,2,6,5,2,1,2,5,1,202,520
1,1,30,0,5,3,4,2,9,7,2,1,2,4,1,202,521
2,1,14,5,0,0,2,2,3,5,2,0,0,0,0,203,522
0,0,50,0,0,0,2,2,7,6,2,2,2,34,1,203,523
0,0,51,0,0,0,2,2,6,6,2,2,2,37,1,203,524
1,1,41,0,0,0,2,1,9,0,1,1,2,19,1,203,525
7,0,19,5,0,3,3,2,7,6,2,1,1,1,1,204,526
7,0,21,5,0,0,2,2,7,6,2,3,2,1,2,204,527
7,0,20,5,0,0,2,2,7,6,2,3,2,1,1,204,528
7,0,19,5,0,0,2,2,7,6,2,3,2,0,1,204,529
7,1,31,5,0,0,2,1,8,0,1,1,1,16,1,205,530
0,0,29,5,7,0,2,1,6,0,1,1,1,23,1,205,531
0,1,49,0,7,2,3,1,8,0,1,3,2,20,1,206,532
1,1,49,0,0,2,3,1,10,0,1,1,2,61,2,206,533
2,0,9,5,0,0,2,2,1,3,2,0,0,0,0,207,534
2,0,5,5,0,0,0,2,1,2,2,0,0,0,0,207,535
2,1,9,5,0,0,2,2,1,3,2,0,0,0,0,207,536
0,0,31,0,0,0,2,1,5,0,1,1,2,10,1,207,537
0,0,50,3,1,0,2,1,6,0,1,3,2,4,1,208,538
0,0,35,1,0,0,2,1,9,0,1,1,2,26,1,209,539
6,0,12,5,0,0,2,2,2,4,2,0,0,0,0,209,540
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,209,541
2,0,14,5,0,0,2,2,3,5,2,0,0,0,0,209,542
2,1,21,1,0,0,2,1,7,0,1,3,2,10,1,209,543
0,1,83,4,0,0,2,1,7,0,1,3,0,19,1,210,544
2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,211,545
7,1,21,5,0,2,4,1,6,0,1,1,2,0,1,211,546
0,0,28,5,0,3,5,1,6,0,1,1,1,18,2,211,547
0,1,26,5,0,0,2,1,10,0,1,1,2,26,1,212,548
0,0,62,0,5,2,5,1,9,0,1,3,1,0,1,213,549
1,1,61,0,5,2,5,1,4,0,1,1,2,6,1,213,550
0,0,59,2,0,0,2,1,10,0,1,1,2,65,1,214,551
0,1,49,3,0,0,2,1,7,0,1,1,1,15,1,215,552
0,0,37,5,7,0,2,2,8,6,2,1,2,13,1,216,553
0,1,65,3,0,0,3,1,4,0,1,3,2,1,1,217,554
0,1,67,4,0,0,2,1,6,0,1,3,0,12,1,218,555
0,0,47,1,0,0,3,1,8,0,1,1,2,23,1,219,556
0,0,66,0,0,0,2,1,7,0,1,1,0,10,1,220,557
1,1,53,0,0,0,2,1,6,0,1,3,2,18,1,220,558
0,0,53,0,0,0,2,1,7,0,1,1,2,31,1,221,559
1,1,55,0,0,0,3,1,6,0,1,1,2,10,1,221,560
0,0,78,5,0,0,2,1,6,0,1,3,0,45,1,222,561
0,0,52,0,0,0,2,1,7,0,1,1,2,17,1,223,562
1,1,32,0,0,0,2,2,9,7,1,1,2,22,1,223,563
1,1,77,0,0,0,3,1,4,0,1,3,2,71,1,224,564
0,0,75,0,0,2,4,1,2,0,1,3,0,5,1,224,565
2,0,41,5,0,0,3,1,7,0,1,1,2,8,1,224,566
0,0,76,0,0,2,4,1,2,0,1,3,0,5,1,224,567
2,0,41,5,0,0,3,1,7,0,1,1,2,8,1,224,568
1,0,58,0,0,0,2,1,9,0,1,1,2,33,1,225,569
0,0,51,0,0,0,2,1,8,0,1,1,2,28,1,225,570
2,1,22,5,5,2,3,2,7,6,2,3,0,0,1,226,571
0,0,52,0,7,0,3,1,9,0,1,1,2,35,1,226,572
2,1,19,5,5,2,3,2,7,5,2,3,0,0,1,226,573
1,1,41,0,5,2,3,1,0,0,1,3,0,0,1,226,574
2,0,21,5,5,2,3,2,7,6,2,3,0,0,1,226,575
2,0,21,5,5,2,3,2,7,6,2,3,0,0,1,226,576
0,0,41,0,0,0,2,1,7,0,1,2,2,12,1,227,577
1,1,38,0,0,0,2,1,7,0,1,1,2,16,1,227,578
0,0,49,3,0,0,2,1,7,0,1,1,1,10,1,228,579
5,1,21,5,0,0,2,2,7,5,2,1,0,3,1,229,580
0,1,37,5,0,2,2,2,7,6,2,1,2,12,1,229,581
0,1,56,3,1,0,2,1,6,0,1,1,2,17,1,230,582
7,0,58,5,1,0,2,1,7,0,1,2,0,2,2,231,583
1,1,54,0,0,0,2,1,9,0,1,3,1,13,1,232,584
0,0,52,0,0,0,2,1,9,0,1,3,1,11,1,232,585
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,232,586
4,0,23,5,0,0,2,2,7,6,2,1,2,13,1,233,587
7,0,20,5,0,0,2,1,6,0,1,1,2,5,1,233,588
7,0,20,5,0,0,2,1,6,0,1,1,2,5,1,233,589
1,0,55,0,5,2,5,1,6,0,1,1,2,11,1,234,590
0,1,50,0,5,2,3,2,8,0,2,1,2,8,1,234,591
1,1,58,0,0,0,2,1,6,0,1,1,1,32,1,235,592
0,0,62,0,0,0,2,1,6,0,1,3,2,36,1,235,593
0,0,72,0,8,0,2,1,9,0,1,3,2,21,2,236,594
1,1,70,0,7,0,2,1,9,0,1,3,2,28,1,236,595
0,0,47,0,0,0,2,1,6,0,1,1,2,20,1,237,596
0,0,40,0,7,0,2,2,4,5,1,3,2,5,1,237,597
0,0,27,0,0,0,2,1,6,0,1,2,2,1,1,238,598
2,0,36,0,0,0,5,1,2,0,1,1,2,4,1,238,599
0,0,34,0,0,0,2,1,6,0,1,2,2,2,1,238,600
1,1,50,0,5,2,4,1,7,0,1,2,2,0,1,239,601
2,0,12,5,5,0,3,2,2,4,2,0,0,0,0,239,602
1,0,45,0,0,2,4,1,9,0,1,1,2,22,1,239,603
0,0,55,0,5,2,3,1,9,0,1,3,2,13,2,239,604
0,0,39,0,6,0,2,1,8,0,1,1,2,26,1,240,605
2,0,20,5,6,0,3,2,6,6,2,3,2,2,1,240,606
2,1,15,5,6,0,2,2,3,5,2,0,0,0,0,240,607
1,1,39,0,6,2,3,1,7,0,1,1,2,17,1,240,608
2,0,1,5,6,0,0,0,0,0,0,0,0,0,0,240,609
7,1,40,0,5,2,3,2,9,0,3,3,2,5,1,241,610
2,1,12,5,5,2,2,2,2,4,2,0,0,0,0,241,611
0,0,47,0,5,3,3,1,6,0,1,1,1,13,1,241,612
3,0,71,0,5,3,1,1,0,0,1,3,0,3,1,241,613
1,1,46,0,5,2,4,1,6,0,1,3,0,0,1,241,614
0,0,64,0,0,0,2,1,6,0,1,1,2,32,1,242,615
1,1,43,0,0,0,2,1,6,0,1,1,2,12,1,242,616
5,0,33,1,0,0,2,1,6,0,1,1,2,19,1,242,617
0,1,49,0,7,2,3,1,8,0,1,3,2,18,1,243,618
1,1,53,0,7,2,3,1,8,0,1,1,2,13,1,243,619
7,1,34,3,7,0,2,1,9,0,1,1,2,33,1,244,620
0,1,37,3,0,0,2,1,7,0,1,1,2,15,1,244,621
2,0,31,2,0,0,2,2,6,6,2,2,2,2,1,245,622
1,1,72,0,0,0,2,1,6,0,1,3,0,18,1,245,623
0,0,81,0,0,0,2,1,6,0,1,3,0,15,1,245,624
0,1,53,2,6,2,5,1,2,0,1,1,2,10,1,246,625
1,1,47,0,0,0,2,1,6,0,1,1,2,15,1,247,626
2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,247,627
0,1,38,0,0,0,2,1,2,0,1,3,0,0,1,247,628
7,1,28,5,0,0,2,2,9,7,3,1,2,17,1,248,629
0,1,34,5,0,0,2,1,6,0,1,2,2,8,1,248,630
2,1,18,5,6,0,3,2,6,5,2,1,2,2,1,249,631
4,0,46,3,6,3,5,1,6,0,1,3,2,0,1,249,632
0,0,43,0,6,3,4,1,2,0,1,1,2,13,1,249,633
2,0,20,5,6,2,5,2,6,5,3,3,2,2,2,249,634
4,1,23,5,6,0,4,1,6,0,1,2,2,0,1,249,635
4,1,24,5,6,0,4,1,6,0,1,2,2,0,1,249,636
1,1,29,0,5,3,4,1,8,0,1,3,2,1,1,250,637
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,250,638
0,0,26,0,0,0,2,1,5,0,1,3,2,2,1,250,639
2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,251,640
0,1,39,5,0,0,2,2,7,6,2,1,2,10,1,251,641
2,0,15,5,0,0,2,2,3,5,2,0,0,0,0,251,642
0,1,35,5,0,0,2,1,7,0,1,1,2,15,1,252,643
2,1,18,5,7,0,2,2,4,5,2,3,0,0,1,253,644
2,1,18,5,0,0,2,2,6,5,2,3,0,0,1,253,645
2,0,13,5,7,0,2,2,2,4,2,0,0,0,0,253,646
0,1,37,0,0,0,2,1,8,0,1,1,2,15,1,253,647
2,0,32,5,0,0,2,1,6,0,1,1,2,14,1,254,648
0,1,62,0,0,0,2,1,6,0,1,3,0,4,1,254,649
2,0,31,5,0,0,2,1,6,0,1,1,2,15,1,254,650
2,1,12,5,5,0,3,2,2,4,2,0,0,0,0,255,651
1,1,47,0,5,2,3,1,6,0,1,1,2,19,2,255,652
0,0,51,0,5,0,3,1,7,0,1,3,2,8,1,255,653
0,1,85,4,0,0,2,1,2,0,1,3,0,2,2,256,654
2,1,11,5,0,0,2,2,2,4,2,0,0,0,0,257,655
0,1,41,3,0,0,2,1,7,0,1,1,2,28,1,257,656
2,0,7,5,0,0,2,2,1,2,3,0,0,0,0,257,657
7,0,18,1,0,0,4,1,0,0,1,3,0,0,1,258,658
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,259,659
0,1,27,0,0,0,2,1,2,0,1,3,2,1,1,259,660
1,1,28,0,5,3,4,1,8,0,1,3,2,1,1,259,661
0,0,54,0,0,2,2,1,6,0,1,1,2,24,2,260,662
1,1,47,0,5,2,3,1,6,0,1,1,2,10,1,260,663
2,1,9,5,6,0,4,2,0,4,2,0,0,0,0,261,664
0,0,41,0,6,3,3,1,2,0,1,1,2,6,1,261,665
0,0,41,0,6,3,5,1,2,0,1,3,2,7,1,261,666
2,0,22,5,6,3,2,2,6,5,2,1,2,3,2,261,667
2,0,17,5,6,3,5,2,2,5,2,3,2,0,1,261,668
4,1,24,5,6,3,1,1,2,0,1,2,0,0,1,261,669
2,0,24,5,0,0,2,2,6,4,2,1,2,3,1,262,670
2,0,17,5,0,0,2,2,5,5,2,2,2,0,1,262,671
0,0,47,0,0,0,2,1,7,0,1,1,2,32,1,262,672
2,1,36,0,0,1,2,2,6,6,2,1,2,4,1,262,673
2,0,9,5,0,0,2,2,1,3,2,0,0,0,0,262,674
2,1,6,5,5,0,2,2,1,2,2,0,0,0,0,263,675
1,1,44,0,5,2,3,2,9,6,3,1,2,22,1,263,676
0,0,44,0,5,1,3,2,9,6,2,1,2,38,1,263,677
2,0,18,5,5,0,2,2,6,6,2,3,0,0,1,263,678
1,1,63,0,1,0,2,1,9,0,1,3,2,19,1,264,679
0,0,64,0,1,0,2,1,6,0,1,3,2,16,1,264,680
7,0,20,5,0,0,2,1,6,0,1,1,2,10,1,265,681
0,0,39,3,0,0,2,2,8,6,3,1,2,31,1,266,682
4,0,22,5,6,0,2,2,6,6,2,3,2,3,1,266,683
1,0,31,5,0,0,3,1,6,0,1,1,2,14,1,267,684
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,267,685
0,0,38,0,0,0,3,1,7,0,1,1,2,21,1,267,686
0,1,72,3,0,0,1,1,0,0,1,3,0,6,1,268,687
7,1,80,5,0,0,2,1,6,0,1,3,0,5,2,269,688
0,0,69,0,1,0,2,1,7,0,1,1,2,13,1,270,689
1,1,54,0,1,0,2,1,6,0,1,1,2,26,1,270,690
2,0,6,5,6,0,5,2,2,3,2,0,0,0,0,271,691
0,1,31,0,6,3,1,1,0,0,1,3,2,8,1,271,692
2,0,12,5,6,3,4,2,2,4,2,0,0,0,0,271,693
2,1,24,5,6,3,3,1,2,0,1,1,2,5,1,271,694
2,0,12,5,6,3,4,2,2,4,2,0,0,0,0,271,695
2,0,12,5,6,3,4,2,2,4,2,0,0,0,0,272,696
0,0,31,5,6,3,1,1,7,0,1,1,2,5,1,272,697
2,1,12,5,6,3,3,2,2,4,2,0,0,0,0,272,698
2,1,32,5,6,3,5,1,2,0,1,1,2,5,1,272,699
0,1,30,4,1,0,2,2,6,0,1,1,0,4,1,273,700
1,1,28,0,1,0,2,1,8,0,1,1,2,3,1,273,701
0,1,31,0,1,0,2,1,6,0,1,1,2,9,1,273,702
2,1,9,5,1,0,2,2,1,3,2,0,0,0,0,273,703
0,1,75,3,0,0,2,1,6,0,1,1,2,4,1,274,704
0,0,37,0,0,0,2,1,6,0,1,2,2,30,1,275,705
2,0,9,5,0,3,2,2,1,3,2,0,0,0,0,275,706
1,1,37,0,0,0,4,1,6,0,1,1,2,0,1,275,707
2,0,14,5,0,0,2,2,2,4,2,0,0,0,0,275,708
2,0,4,5,0,0,0,2,0,1,2,0,0,0,0,276,709
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,276,710
0,0,39,0,0,2,2,1,9,0,1,1,2,46,1,276,711
1,1,36,0,0,0,2,1,6,0,0,3,2,0,2,276,712
0,1,49,1,6,3,5,1,6,0,1,3,2,9,1,277,713
2,1,20,5,6,0,3,2,6,6,3,1,2,2,1,277,714
0,1,41,0,5,2,4,1,6,0,1,1,2,11,1,278,715
2,0,18,5,5,0,2,2,5,5,2,3,0,0,0,278,716
2,1,15,5,5,0,3,2,4,5,2,0,0,0,0,278,717
2,1,15,5,6,0,3,2,3,5,2,0,0,0,0,278,718
0,0,47,3,0,0,2,1,9,0,1,1,2,25,1,279,719
7,0,36,3,0,0,2,1,8,0,1,1,2,18,1,279,720
2,0,26,5,0,0,3,1,6,0,1,1,2,12,1,280,721
2,0,47,4,0,0,2,1,6,0,1,1,2,16,2,280,722
0,1,47,0,0,0,2,1,9,0,1,1,2,48,1,281,723
1,1,49,0,0,0,2,1,7,0,1,1,2,3,1,281,724
2,0,27,5,0,0,2,2,8,6,3,1,2,4,1,281,725
0,1,50,2,0,0,2,1,8,0,1,3,2,0,1,282,726
0,0,49,0,0,0,2,1,6,0,1,1,2,17,1,283,727
1,1,41,0,0,0,2,1,6,0,1,1,2,12,1,283,728
2,1,8,5,0,0,2,2,1,4,2,0,0,0,0,283,729
2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,283,730
2,1,9,5,7,0,3,2,1,3,2,0,0,0,0,284,731
2,1,23,5,6,0,3,1,6,0,1,1,2,2,1,284,732
4,0,20,5,6,3,5,1,4,0,1,3,2,0,1,284,733
2,0,28,5,7,3,3,1,8,0,1,1,2,5,1,284,734
0,0,35,0,6,3,3,1,6,0,1,3,2,8,1,284,735
2,0,2,5,6,0,0,0,0,0,0,0,0,0,0,284,736
0,1,50,3,0,0,2,1,7,0,1,1,2,19,1,285,737
0,0,69,0,0,0,2,1,10,0,1,3,2,66,1,286,738
1,1,58,0,0,0,2,1,10,0,1,3,2,26,1,286,739
0,0,58,0,0,0,2,1,6,0,1,1,2,16,1,287,740
1,1,56,0,0,0,3,1,6,0,1,1,2,8,1,287,741
0,0,46,3,0,0,2,1,7,0,1,1,2,7,1,288,742
0,1,62,0,7,0,2,1,9,0,1,3,2,28,1,289,743
1,1,61,0,1,0,2,1,9,0,1,1,2,26,1,289,744
0,0,61,0,0,0,2,1,7,0,1,1,2,19,1,290,745
1,0,69,0,0,0,2,1,7,0,1,3,0,6,1,290,746
7,0,49,5,0,2,3,1,1,0,1,1,2,8,1,291,747
0,1,43,0,0,3,5,1,6,0,1,1,2,0,1,292,748
1,1,30,0,0,3,5,1,3,0,1,1,2,15,2,292,749
2,1,6,5,0,3,3,2,1,2,2,0,0,0,0,292,750
0,0,30,5,0,0,2,1,6,0,1,1,2,7,1,293,751
0,1,85,4,0,0,2,1,6,0,1,3,0,5,2,294,752
2,1,50,5,0,2,3,1,10,0,1,1,2,23,1,294,753
1,0,34,0,6,0,2,1,6,0,1,3,2,7,1,295,754
2,1,11,5,6,0,2,2,2,4,2,0,0,0,0,295,755
2,1,8,5,7,0,2,2,1,3,2,0,0,0,0,295,756
0,0,34,0,7,0,2,1,6,0,1,1,2,13,1,295,757
7,0,20,5,0,0,2,2,7,6,3,1,2,8,1,296,758
0,0,41,5,0,0,2,1,6,0,1,1,2,19,1,297,759
2,0,8,5,6,0,3,2,1,3,2,0,0,0,0,298,760
0,1,32,5,6,0,3,2,6,0,2,1,2,7,1,298,761
7,1,37,2,6,0,3,1,6,0,1,1,2,10,1,298,762
7,0,40,5,6,3,5,1,6,0,1,2,2,1,2,299,763
2,0,11,5,6,0,2,2,2,4,2,0,0,0,0,299,764
0,1,38,5,1,2,1,1,7,0,1,3,2,5,1,299,765
0,1,39,5,1,0,2,2,7,0,2,1,2,6,1,299,766
0,1,31,5,5,0,2,1,9,0,1,1,2,28,2,300,767
7,0,38,5,0,3,5,1,6,0,1,1,2,7,2,301,768
2,1,4,5,0,0,0,2,0,2,2,0,0,0,0,301,769
0,0,34,0,0,3,2,1,5,0,1,1,2,19,2,301,770
2,1,9,5,0,0,2,2,2,3,2,0,0,0,0,301,771
1,1,82,0,0,0,2,1,9,0,1,3,0,10,1,302,772
0,0,83,0,0,1,2,1,7,0,1,3,0,25,1,302,773
1,1,40,0,1,0,2,1,6,0,1,3,0,0,1,303,774
0,0,32,5,1,0,2,1,7,0,1,1,2,29,1,303,775
7,0,35,5,1,0,2,1,6,0,1,3,0,0,1,303,776
0,0,64,0,0,2,4,1,2,0,1,3,1,16,1,304,777
1,1,56,0,0,3,5,1,2,0,1,1,2,17,2,304,778
1,1,34,0,6,0,1,1,0,6,1,1,2,4,1,305,779
2,0,20,5,6,0,3,1,5,0,1,3,2,0,1,305,780
0,0,32,0,6,2,4,2,2,4,2,3,2,16,1,305,781
2,1,12,5,6,0,4,2,2,4,2,0,0,0,0,305,782
2,1,8,5,6,0,3,2,1,3,2,0,0,0,0,305,783
2,0,12,5,6,0,3,2,2,4,2,0,0,0,0,305,784
5,1,3,5,6,1,0,2,0,1,2,0,0,0,0,305,785
4,1,11,5,6,0,3,2,2,4,2,0,0,0,0,306,786
3,0,44,0,6,3,1,1,0,0,1,1,2,5,2,306,787
3,0,45,0,6,3,5,1,0,0,1,1,2,6,2,306,788
3,0,44,0,6,3,5,1,6,0,1,1,2,6,2,306,789
4,1,11,5,6,0,3,2,2,4,2,0,0,0,0,306,790
1,1,38,0,6,0,2,1,7,0,1,1,2,15,1,307,791
2,0,26,5,6,0,3,1,5,0,1,3,2,0,1,307,792
2,1,18,5,6,0,3,2,5,5,2,1,2,4,1,307,793
0,1,50,0,7,2,3,1,6,0,1,1,2,21,1,308,794
1,0,49,0,7,0,3,1,10,0,1,1,2,18,2,308,795
5,1,7,5,0,0,2,2,1,3,2,0,0,0,0,309,796
2,1,34,3,0,0,2,1,6,0,1,3,0,0,1,309,797
2,1,6,5,0,0,2,2,1,0,2,0,0,0,0,309,798
0,0,49,1,0,0,2,1,6,0,1,3,2,9,1,309,799
2,0,13,5,0,0,2,2,2,4,2,0,0,0,0,310,800
0,1,44,3,0,0,2,1,7,0,1,1,1,17,1,310,801
2,1,43,5,0,0,2,0,6,0,1,1,2,13,1,310,802
2,1,5,5,0,0,3,2,1,2,2,0,0,0,0,311,803
1,0,41,0,6,2,5,1,2,0,1,3,0,0,1,311,804
0,0,40,0,6,2,5,1,6,0,1,1,2,14,1,311,805
0,0,18,5,6,0,3,2,5,5,2,1,2,3,1,311,806
0,0,30,0,1,0,2,2,7,6,2,1,2,17,1,312,807
2,0,4,5,0,0,0,2,1,1,2,0,0,0,0,312,808
2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,312,809
1,1,30,0,0,0,3,1,8,0,1,1,2,6,1,312,810
0,0,45,0,6,3,5,1,2,0,1,1,2,6,1,313,811
2,0,11,5,6,0,3,2,1,4,2,0,0,0,0,313,812
