province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,loyalty_history_id,country
10,16,43,1,1,68351,2,3,6164.02,2,2015,8,0.0,0.0,338,1
2,4,44,1,1,73743,2,1,8390.49,2,2018,8,0.0,0.0,339,1
2,5,43,1,2,0,3,2,7160.1,2,2018,8,0.0,0.0,340,1
3,29,37,2,1,63279,3,3,9041.47,2,2012,8,0.0,0.0,341,1
2,24,50,1,1,60622,3,1,15174.35,2,2015,4,0.0,0.0,342,1
2,24,50,1,1,65006,2,3,3171.63,2,2012,3,0.0,0.0,343,1
7,13,15,2,2,0,2,3,7222.49,2,2015,7,0.0,0.0,344,1
9,14,11,1,4,60928,2,1,8460.34,2,2015,10,0.0,0.0,345,1
9,13,10,1,1,99380,2,2,8023.87,2,2015,7,0.0,0.0,346,1
1,14,40,1,1,81605,2,1,4776.54,2,2016,4,0.0,0.0,347,1
7,21,32,2,1,82126,2,3,3216.56,2,2015,11,0.0,0.0,348,1
7,21,21,2,1,81964,1,2,8212.34,2,2016,7,0.0,0.0,349,1
2,24,51,2,1,82268,1,2,11815.88,2,2015,8,0.0,0.0,350,1
7,21,32,1,1,63256,2,1,5653.81,2,2013,9,0.0,0.0,351,1
7,21,26,1,1,65267,2,3,4726.48,2,2013,7,2018.0,7.0,352,1
9,13,11,1,3,86381,1,3,6210.03,2,2014,5,0.0,0.0,353,1
1,5,33,2,1,78744,1,2,9443.07,2,2014,10,0.0,0.0,354,1
7,20,10,1,1,77098,3,1,5397.49,2,2016,5,0.0,0.0,355,1
7,21,30,2,2,0,3,3,2690.61,2,2015,2,0.0,0.0,356,1
5,16,1,1,2,0,3,2,5870.49,2,2014,7,2017.0,10.0,357,1
7,21,30,2,1,76788,2,1,6908.59,2,2016,10,0.0,0.0,358,1
2,26,53,2,1,103097,2,2,9727.93,2,2013,1,0.0,0.0,359,1
9,13,9,2,1,99591,3,2,2846.59,1,2018,4,0.0,0.0,360,1
7,21,34,2,1,83761,2,3,8131.03,2,2018,2,0.0,0.0,361,1
9,13,8,2,2,0,3,2,3756.62,2,2018,12,0.0,0.0,362,1
7,21,32,1,1,52704,2,2,7557.71,2,2017,11,0.0,0.0,363,1
2,24,51,1,1,71020,2,3,2622.83,2,2018,8,0.0,0.0,364,1
2,4,43,2,2,0,3,2,5375.3,2,2013,6,0.0,0.0,365,1
7,21,32,2,1,65590,2,3,4241.37,2,2013,5,0.0,0.0,366,1
3,29,36,2,1,80520,3,1,8870.55,2,2012,7,0.0,0.0,367,1
7,21,28,2,1,53611,2,3,6109.84,2,2017,3,0.0,0.0,368,1
2,24,52,1,4,80211,1,1,20087.06,2,2016,12,0.0,0.0,369,1
2,23,41,1,1,83210,1,2,5680.08,2,2015,1,0.0,0.0,370,1
7,21,30,2,1,94344,1,2,35551.16,2,2015,7,0.0,0.0,371,1
2,24,51,2,1,72207,2,2,13216.11,2,2016,6,2017.0,4.0,372,1
7,20,29,2,1,85014,2,2,4929.87,1,2018,2,0.0,0.0,373,1
7,21,23,1,1,102392,1,1,8253.67,2,2015,12,0.0,0.0,374,1
9,21,11,1,1,67394,2,1,8410.61,2,2017,11,0.0,0.0,375,1
1,2,41,2,1,58388,1,2,7261.56,2,2016,1,0.0,0.0,376,1
2,24,49,1,3,127535,2,1,10141.54,2,2014,3,0.0,0.0,377,1
4,13,20,1,1,80621,3,1,5435.52,2,2012,8,0.0,0.0,378,1
7,21,33,2,1,61887,2,1,7013.99,2,2018,10,0.0,0.0,379,1
7,14,21,1,5,103542,2,1,6584.61,2,2013,11,0.0,0.0,380,1
3,29,35,1,4,53209,1,3,24454.47,2,2013,11,0.0,0.0,381,1
7,21,29,1,1,94794,1,3,4542.72,2,2015,9,2016.0,10.0,382,1
7,21,33,2,1,96775,2,2,3995.97,2,2014,6,0.0,0.0,383,1
2,24,50,1,1,65370,1,1,7073.79,2,2016,12,0.0,0.0,384,1
2,24,54,2,1,59793,2,3,3049.52,2,2018,8,0.0,0.0,385,1
1,5,42,1,1,81715,2,1,11463.26,2,2012,6,0.0,0.0,386,1
6,7,2,1,1,74353,3,2,5832.02,2,2014,9,0.0,0.0,387,1
2,24,50,2,1,55850,2,1,11585.02,2,2014,3,0.0,0.0,388,1
2,24,51,2,2,0,3,3,3210.72,2,2018,7,0.0,0.0,389,1
3,29,37,2,1,54557,1,2,36280.94,2,2018,10,0.0,0.0,390,1
2,4,30,1,2,0,2,2,6836.66,2,2015,1,2015.0,2.0,391,1
2,25,51,2,1,88583,2,3,8542.18,2,2013,4,0.0,0.0,392,1
2,4,46,2,1,86362,2,1,11689.38,2,2015,5,2016.0,1.0,393,1
7,21,19,1,1,78039,2,2,7471.07,2,2015,12,0.0,0.0,394,1
7,20,24,1,1,57641,2,2,8352.06,2,2017,8,0.0,0.0,395,1
7,21,24,2,1,75496,2,3,15655.6,2,2016,9,0.0,0.0,396,1
7,21,35,1,1,70002,2,1,5401.22,2,2014,9,0.0,0.0,397,1
7,21,21,2,2,0,3,3,3583.9,2,2015,7,0.0,0.0,398,1
7,21,29,2,1,51105,2,2,5711.41,1,2018,4,0.0,0.0,399,1
7,21,35,2,4,65386,1,3,21442.01,2,2015,11,2016.0,7.0,400,1
7,21,25,2,2,0,3,2,11788.24,2,2016,2,0.0,0.0,401,1
6,10,6,1,2,0,3,1,9342.45,2,2015,9,0.0,0.0,402,1
7,14,16,2,2,0,3,3,5685.79,2,2012,1,0.0,0.0,403,1
7,13,19,1,5,102752,2,3,4933.97,2,2017,8,0.0,0.0,404,1
9,11,14,1,1,90587,2,2,7081.94,2,2016,4,0.0,0.0,405,1
9,14,10,1,1,50571,2,3,4966.41,1,2018,4,0.0,0.0,406,1
7,21,24,1,1,51729,2,1,11799.94,2,2014,12,0.0,0.0,407,1
7,10,26,2,1,7485,3,3,3028.89,1,2018,4,0.0,0.0,408,1
9,13,11,2,2,0,2,1,6023.71,2,2017,8,2018.0,2.0,409,1
7,21,29,1,1,73539,2,2,10785.75,2,2012,6,0.0,0.0,410,1
1,4,42,1,1,79380,2,2,8554.28,2,2018,11,0.0,0.0,411,1
7,14,24,2,1,0,3,3,3176.56,1,2018,4,0.0,0.0,412,1
9,14,16,1,1,59027,2,2,12922.58,2,2015,8,0.0,0.0,413,1
2,21,29,2,1,76575,2,1,8835.04,2,2014,12,0.0,0.0,414,1
2,21,49,2,1,83714,2,2,9021.76,2,2014,1,0.0,0.0,415,1
3,29,37,1,1,60633,3,1,21832.74,2,2016,9,0.0,0.0,416,1
7,24,43,1,1,63487,2,1,10213.96,2,2013,1,2017.0,5.0,417,1
7,13,11,1,2,0,2,2,5793.32,2,2018,10,0.0,0.0,418,1
7,16,16,1,2,0,3,2,6948.74,2,2015,10,0.0,0.0,419,1
2,24,50,1,1,63658,2,2,16210.77,2,2013,7,0.0,0.0,420,1
4,12,4,2,2,0,3,3,1906.36,2,2015,12,0.0,0.0,421,1
2,29,50,1,2,0,1,3,5890.39,2,2015,8,0.0,0.0,422,1
7,16,30,1,1,72386,1,3,8358.6,2,2015,3,0.0,0.0,423,1
7,21,24,1,2,0,3,2,5294.57,2,2016,4,0.0,0.0,424,1
2,6,33,1,1,71354,1,2,6394.6,2,2014,10,0.0,0.0,425,1
9,14,9,1,1,80089,2,3,6833.08,2,2014,12,0.0,0.0,426,1
7,13,21,2,1,69914,3,1,5267.78,2,2017,1,0.0,0.0,427,1
7,21,28,1,1,63680,2,2,11932.83,2,2015,4,0.0,0.0,428,1
2,24,51,1,1,74615,1,3,6230.73,2,2013,1,0.0,0.0,429,1
7,21,24,1,1,61703,2,1,13670.17,2,2015,1,0.0,0.0,430,1
9,14,17,2,3,60286,3,2,6971.74,2,2015,3,0.0,0.0,431,1
7,21,20,1,1,71725,2,3,9046.37,1,2018,2,2018.0,0.0,432,1
7,21,22,1,2,0,3,3,2417.3,2,2016,7,2017.0,3.0,433,1
9,13,7,2,1,66015,2,3,11447.16,2,2017,8,0.0,0.0,434,1
7,21,23,2,1,79250,2,3,7414.49,2,2013,9,0.0,0.0,435,1
2,24,47,2,1,80033,2,2,6652.75,2,2012,4,0.0,0.0,436,1
7,10,30,2,1,69986,2,1,9098.34,2,2018,10,0.0,0.0,437,1
1,5,42,2,1,53698,2,3,3887.72,2,2013,1,0.0,0.0,438,1
4,6,7,2,2,0,3,3,2428.99,2,2015,6,0.0,0.0,439,1
7,20,23,2,2,0,3,1,8145.17,2,2016,10,2018.0,2.0,440,1
7,14,20,1,2,0,3,2,10538.14,2,2013,4,0.0,0.0,441,1
7,14,16,2,2,0,3,2,5588.32,2,2014,6,0.0,0.0,442,1
1,5,44,1,1,86883,2,3,2418.94,2,2012,6,0.0,0.0,443,1
7,21,23,2,1,81116,1,3,8108.72,2,2016,4,0.0,0.0,444,1
3,29,38,1,1,57609,3,2,12269.16,2,2012,1,0.0,0.0,445,1
7,21,30,2,2,0,2,2,8672.55,2,2013,6,0.0,0.0,446,1
2,13,18,2,5,101274,1,3,2331.71,2,2016,5,0.0,0.0,447,1
6,7,3,1,2,0,3,3,11365.06,2,2015,12,0.0,0.0,448,1
9,13,12,2,1,65962,2,2,10653.66,2,2013,2,0.0,0.0,449,1
7,21,38,1,1,64387,2,2,7622.74,1,2018,3,0.0,0.0,450,1
2,23,45,1,2,0,2,3,2709.79,2,2016,11,0.0,0.0,451,1
2,25,51,1,1,81316,2,3,5147.84,2,2018,11,0.0,0.0,452,1
2,24,35,1,2,0,2,2,3497.08,2,2016,1,2017.0,11.0,453,1
9,13,10,2,1,55226,1,1,5355.47,2,2017,6,0.0,0.0,454,1
2,24,51,1,2,0,3,3,5144.6,2,2017,11,0.0,0.0,455,1
9,13,8,1,1,50231,2,3,4725.66,2,2015,1,0.0,0.0,456,1
7,21,34,1,2,0,1,2,5168.97,2,2018,10,0.0,0.0,457,1
2,24,50,2,4,71231,2,2,6984.39,2,2013,11,0.0,0.0,458,1
4,10,10,2,2,0,2,2,16536.38,2,2015,3,2015.0,11.0,459,1
6,7,4,2,1,86896,2,3,5867.9,2,2013,10,0.0,0.0,460,1
7,21,28,2,1,89929,2,2,7311.96,2,2014,6,0.0,0.0,461,1
4,13,7,1,2,0,2,3,5765.98,2,2018,7,0.0,0.0,462,1
2,24,51,2,1,63693,2,2,14939.7,2,2014,3,0.0,0.0,463,1
1,6,40,1,1,79266,3,2,5079.21,2,2012,8,0.0,0.0,464,1
9,13,15,2,1,86802,1,2,5326.05,2,2016,11,0.0,0.0,465,1
4,12,5,2,1,90272,2,2,5558.61,2,2018,11,0.0,0.0,466,1
7,12,33,1,1,65181,2,3,4688.15,2,2018,10,0.0,0.0,467,1
7,21,27,1,1,85376,2,3,5817.69,2,2015,4,2015.0,2.0,468,1
7,10,26,2,1,0,3,3,5040.16,1,2018,4,0.0,0.0,469,1
4,13,7,2,1,94041,2,2,6735.67,2,2018,11,0.0,0.0,470,1
1,13,44,1,1,71488,2,2,2601.21,2,2016,4,2016.0,12.0,471,1
7,21,21,1,2,0,3,2,5589.4,2,2015,9,0.0,0.0,472,1
6,7,4,2,1,61407,2,2,6163.87,2,2012,7,0.0,0.0,473,1
2,24,51,1,1,85842,2,1,13928.17,2,2016,12,0.0,0.0,474,1
1,6,33,1,1,65684,2,1,9046.18,2,2017,1,0.0,0.0,475,1
7,9,17,1,1,52958,1,2,2920.14,2,2013,10,2014.0,1.0,476,1
2,24,50,1,1,59293,2,2,2654.28,1,2018,2,0.0,0.0,477,1
7,21,24,1,1,78429,2,2,8324.56,2,2012,9,0.0,0.0,478,1
7,21,22,1,2,0,3,3,7827.97,2,2015,6,0.0,0.0,479,1
9,13,9,2,1,61297,2,1,10045.51,2,2016,2,0.0,0.0,480,1
9,13,5,2,5,104405,3,3,3091.15,2,2018,4,0.0,0.0,481,1
3,29,45,1,5,112131,2,2,6132.5,2,2016,6,0.0,0.0,482,1
2,24,51,2,5,121029,1,3,8118.26,2,2018,11,0.0,0.0,483,1
2,24,51,2,1,57451,2,2,8646.8,2,2016,6,2017.0,3.0,484,1
7,21,32,1,1,53955,2,3,7694.61,2,2017,3,0.0,0.0,485,1
6,6,2,1,1,95244,2,2,5889.56,2,2018,8,0.0,0.0,486,1
7,11,30,2,2,0,3,2,7299.2,2,2015,3,0.0,0.0,487,1
2,26,54,2,1,77745,2,3,5120.15,2,2014,9,0.0,0.0,488,1
6,8,5,1,1,84164,2,2,3796.81,2,2015,10,0.0,0.0,489,1
9,13,10,2,2,0,3,2,2889.6,2,2018,6,0.0,0.0,490,1
9,22,12,2,4,76934,2,2,14427.14,2,2013,8,0.0,0.0,491,1
9,20,9,1,1,50562,2,1,10726.94,2,2015,12,0.0,0.0,492,1
7,21,36,1,2,0,3,1,6646.35,2,2013,7,0.0,0.0,493,1
7,14,13,1,1,77245,2,3,13092.3,2,2012,8,0.0,0.0,494,1
9,13,10,2,2,0,2,3,14041.47,2,2016,2,0.0,0.0,495,1
7,13,19,2,3,157536,2,2,9422.26,2,2015,10,0.0,0.0,496,1
9,21,15,1,1,58468,2,1,7723.66,2,2017,12,0.0,0.0,497,1
10,18,41,2,1,53256,2,3,7462.92,2,2017,7,0.0,0.0,498,1
2,24,53,2,1,63099,1,2,14602.29,2,2015,12,0.0,0.0,499,1
10,18,35,2,1,49366,2,2,8524.91,2,2017,2,0.0,0.0,500,1
2,24,51,1,1,59575,2,1,5324.84,2,2018,10,0.0,0.0,501,1
7,18,19,1,2,0,3,2,10971.52,2,2012,11,0.0,0.0,502,1
9,13,9,1,1,90956,2,2,17592.36,2,2016,6,0.0,0.0,503,1
3,29,36,2,1,79495,2,1,4865.45,2,2015,7,0.0,0.0,504,1
9,17,17,2,1,59683,2,1,4986.64,2,2017,1,0.0,0.0,505,1
7,14,17,1,1,65863,2,3,7820.59,2,2015,9,0.0,0.0,506,1
7,21,30,1,1,29784,2,3,5349.49,2,2013,5,0.0,0.0,507,1
9,13,16,2,1,79059,1,3,7690.14,2,2015,3,0.0,0.0,508,1
7,21,19,2,4,68206,2,2,7512.8,2,2015,1,0.0,0.0,509,1
2,26,53,2,1,63110,2,2,7932.73,2,2016,3,2016.0,3.0,510,1
7,13,33,1,3,113253,2,2,5890.51,2,2013,11,0.0,0.0,511,1
11,24,55,2,1,69242,1,2,2616.5,2,2016,4,0.0,0.0,512,1
9,10,17,2,3,86227,1,3,4225.06,2,2016,6,2014.0,10.0,513,1
7,13,23,1,1,79741,2,1,9122.97,2,2012,6,0.0,0.0,514,1
10,14,36,1,1,59124,2,3,8141.65,2,2017,10,0.0,0.0,515,1
4,7,5,2,1,62770,3,1,12061.98,2,2012,6,0.0,0.0,516,1
7,21,21,2,1,74832,2,3,4764.35,2,2012,10,0.0,0.0,517,1
2,24,48,2,1,92124,2,3,2812.08,2,2015,5,2016.0,1.0,518,1
7,21,30,2,2,0,2,1,10507.6,2,2017,1,0.0,0.0,519,1
7,21,29,1,1,85288,2,2,4669.77,2,2015,9,0.0,0.0,520,1
2,19,38,1,2,0,1,1,7081.19,2,2012,12,0.0,0.0,521,1
6,8,3,1,1,81191,2,3,7696.1,2,2015,4,0.0,0.0,522,1
7,21,29,2,1,78365,2,1,13429.78,2,2016,3,2016.0,10.0,523,1
10,18,38,1,1,80018,1,3,2686.96,2,2015,7,0.0,0.0,524,1
7,21,27,2,1,91100,2,2,7899.96,2,2018,6,0.0,0.0,525,1
7,21,22,1,2,0,2,3,10797.18,2,2013,4,0.0,0.0,526,1
6,7,3,2,1,89661,2,1,9851.89,2,2016,10,0.0,0.0,527,1
7,14,17,2,2,0,2,1,5590.8,2,2017,11,0.0,0.0,528,1
9,13,9,2,1,77922,2,1,14768.1,2,2012,5,0.0,0.0,529,1
9,15,10,2,2,56837,2,3,7157.16,2,2017,2,0.0,0.0,530,1
9,13,12,1,2,0,3,1,22943.2,2,2013,6,0.0,0.0,531,1
4,9,10,1,2,0,3,3,9764.16,2,2013,10,0.0,0.0,532,1
4,6,6,1,1,82447,3,2,3677.27,2,2016,6,0.0,0.0,533,1
7,13,14,2,2,0,2,3,9483.12,2,2015,2,0.0,0.0,534,1
7,21,29,1,1,98615,2,1,7764.0,2,2014,4,0.0,0.0,535,1
2,27,53,1,1,72740,2,2,8723.37,2,2015,8,0.0,0.0,536,1
9,13,10,1,2,0,2,2,3663.6,2,2016,7,2017.0,3.0,537,1
6,8,3,2,1,72538,2,3,5935.36,2,2015,10,0.0,0.0,538,1
2,24,51,1,1,76989,2,3,5327.4,2,2013,5,2017.0,1.0,539,1
1,4,37,2,1,76726,1,3,5425.01,2,2012,10,0.0,0.0,540,1
6,9,6,2,1,61149,2,2,6060.56,2,2014,8,0.0,0.0,541,1
2,24,49,1,1,108366,2,2,9179.72,2,2015,11,0.0,0.0,542,1
1,4,46,1,2,0,3,3,5061.58,2,2014,1,0.0,0.0,543,1
9,14,8,1,4,55033,2,1,8873.22,2,2017,3,0.0,0.0,544,1
2,24,50,2,1,58406,2,3,5754.12,2,2015,3,0.0,0.0,545,1
2,20,29,1,3,88243,3,2,7133.33,2,2015,3,0.0,0.0,546,1
2,24,51,1,1,64162,2,3,15154.06,2,2013,2,0.0,0.0,547,1
9,13,9,2,4,61330,2,2,8656.3,2,2015,8,0.0,0.0,548,1
9,14,10,2,1,86907,1,1,5538.25,2,2018,5,0.0,0.0,549,1
2,25,52,1,2,0,3,3,13298.6,2,2014,2,0.0,0.0,550,1
2,24,51,2,1,71029,2,1,8993.87,2,2012,4,0.0,0.0,551,1
9,11,11,2,1,98297,2,2,7240.25,2,2015,9,0.0,0.0,552,1
7,13,20,2,3,64878,3,3,5526.26,2,2013,4,0.0,0.0,553,1
7,11,30,1,1,87861,1,3,13761.35,2,2014,4,0.0,0.0,554,1
9,13,8,1,1,99303,2,3,4778.99,2,2014,10,0.0,0.0,555,1
2,24,49,1,1,98850,3,3,6542.59,2,2017,1,2018.0,5.0,556,1
7,18,30,1,1,93725,2,3,5619.02,2,2017,11,0.0,0.0,557,1
9,14,9,1,1,57033,2,3,12041.72,2,2017,3,0.0,0.0,558,1
10,20,42,1,1,66801,2,2,5047.49,2,2018,10,0.0,0.0,559,1
7,13,19,2,5,95749,1,3,5308.7,2,2017,3,0.0,0.0,560,1
9,13,17,1,3,72478,2,1,14388.98,2,2017,1,2018.0,0.0,561,1
7,12,18,1,2,0,3,1,11412.64,2,2017,4,0.0,0.0,562,1
3,29,39,1,5,98059,1,2,7190.19,2,2018,1,0.0,0.0,563,1
2,24,49,1,1,90214,2,2,7896.33,2,2013,9,0.0,0.0,564,1
9,13,7,2,5,103285,2,2,3642.0,2,2015,10,0.0,0.0,565,1
7,21,31,2,1,61703,2,2,5122.51,1,2018,2,0.0,0.0,566,1
6,4,4,2,1,79687,1,3,4874.77,1,2018,4,0.0,0.0,567,1
8,3,5,1,4,52582,2,1,4192.42,2,2012,9,0.0,0.0,568,1
2,24,50,1,2,0,2,2,3826.87,2,2017,10,2018.0,6.0,569,1
9,13,14,2,1,95399,2,2,8881.33,2,2015,1,0.0,0.0,570,1
7,21,29,2,2,0,3,3,5832.62,2,2013,7,0.0,0.0,571,1
7,14,15,2,1,85125,2,2,8325.51,2,2013,6,0.0,0.0,572,1
2,26,53,1,1,85823,2,2,2281.6,1,2018,2,0.0,0.0,573,1
7,12,17,1,2,0,1,2,8900.0,2,2013,2,0.0,0.0,574,1
7,21,34,1,2,0,3,3,7448.79,2,2016,4,0.0,0.0,575,1
7,21,26,1,1,65751,2,3,3720.35,2,2015,6,0.0,0.0,576,1
9,13,8,2,1,69726,2,1,18977.65,2,2015,3,0.0,0.0,577,1
2,24,51,2,5,275370,2,2,3036.26,2,2015,8,0.0,0.0,578,1
2,4,41,2,2,0,3,2,4212.8,2,2013,10,0.0,0.0,579,1
2,24,50,2,1,73407,2,1,8981.77,2,2018,12,0.0,0.0,580,1
7,21,22,2,2,0,2,2,5960.55,2,2012,12,0.0,0.0,581,1
7,9,30,2,2,0,3,2,8356.38,2,2015,3,0.0,0.0,582,1
2,24,48,1,1,65189,1,3,2809.77,2,2015,5,0.0,0.0,583,1
9,14,6,1,2,0,2,2,6142.05,2,2016,6,0.0,0.0,584,1
7,21,24,1,2,0,3,1,7200.06,1,2018,3,0.0,0.0,585,1
9,17,16,1,1,86083,3,3,4883.35,2,2013,5,0.0,9.0,586,1
2,24,51,2,1,97750,2,2,6681.57,2,2015,8,0.0,0.0,587,1
2,24,51,1,1,71018,3,2,11927.87,2,2014,9,0.0,0.0,588,1
7,21,24,1,1,89830,2,1,2849.41,2,2016,10,0.0,0.0,589,1
7,21,26,1,1,57986,2,3,9831.76,2,2016,4,0.0,0.0,590,1
1,10,31,2,1,90896,1,1,7356.23,2,2015,11,0.0,0.0,591,1
9,13,10,2,1,57865,1,3,11104.35,2,2014,6,0.0,0.0,592,1
2,24,48,1,1,97666,2,3,4976.36,2,2016,9,0.0,0.0,593,1
9,14,11,1,1,68939,2,3,10750.33,2,2015,9,0.0,0.0,594,1
9,13,8,1,1,21866,2,2,5215.22,2,2016,10,0.0,0.0,595,1
3,29,41,1,1,65493,2,1,13512.82,2,2016,7,0.0,0.0,596,1
3,29,36,2,2,0,3,3,5566.67,2,2016,8,0.0,0.0,597,1
6,7,3,1,1,78921,3,1,4019.16,2,2015,11,0.0,0.0,598,1
4,11,5,1,1,86056,1,2,3295.53,2,2014,8,0.0,0.0,599,1
7,21,36,1,1,68277,2,2,5615.43,2,2018,8,0.0,0.0,600,1
7,13,16,2,1,63750,3,1,11118.25,2,2017,1,0.0,0.0,601,1
1,6,32,1,2,0,2,3,8683.55,2,2013,1,0.0,0.0,602,1
2,24,43,2,1,51111,2,3,11036.17,2,2017,5,2017.0,12.0,603,1
9,17,15,1,2,0,3,2,12667.64,2,2015,9,0.0,0.0,604,1
7,14,21,2,1,66874,2,3,8508.74,2,2016,8,0.0,0.0,605,1
2,25,52,2,2,0,2,3,6240.62,2,2014,2,0.0,0.0,606,1
9,13,10,1,2,0,2,2,4952.06,2,2018,11,0.0,0.0,607,1
7,17,24,2,1,79579,2,3,13487.74,2,2013,2,0.0,0.0,608,1
2,24,49,2,1,56956,2,3,11438.27,2,2017,9,0.0,0.0,609,1
2,4,39,1,1,63479,2,3,3142.72,1,2018,3,0.0,0.0,610,1
1,2,40,1,1,77154,1,1,19526.52,2,2017,3,0.0,0.0,611,1
2,21,38,1,1,67206,2,2,4464.07,1,2018,2,0.0,0.0,612,1
3,29,36,1,2,0,1,2,11979.25,2,2013,2,0.0,0.0,613,1
9,15,13,2,1,75544,1,2,3048.83,2,2015,4,0.0,0.0,614,1
7,14,15,2,2,0,3,2,6139.74,2,2012,9,0.0,0.0,615,1
7,21,34,1,1,78727,2,2,2821.89,2,2016,10,0.0,0.0,616,1
9,12,19,1,1,63444,2,2,18421.41,2,2014,5,0.0,0.0,617,1
8,8,3,2,1,72161,2,2,8261.24,2,2016,3,0.0,0.0,618,1
2,24,50,1,1,72537,1,3,5513.1,2,2016,3,0.0,0.0,619,1
9,13,10,1,1,75975,2,3,5345.74,2,2017,11,0.0,0.0,620,1
6,7,4,1,4,60447,2,2,7418.81,2,2018,9,0.0,0.0,621,1
2,24,49,1,4,64423,3,2,8800.11,2,2013,1,2017.0,8.0,622,1
7,21,27,1,1,79287,2,3,15417.35,2,2016,8,0.0,0.0,623,1
2,24,47,2,1,97911,1,2,8947.2,2,2015,8,0.0,0.0,624,1
6,7,4,2,2,0,3,2,4098.96,2,2012,8,0.0,0.0,625,1
4,11,5,2,1,84235,1,2,6073.35,2,2014,8,0.0,0.0,626,1
7,13,16,1,1,95230,2,1,11956.2,2,2013,1,0.0,0.0,627,1
7,15,13,1,1,56519,2,1,8659.08,2,2017,10,0.0,0.0,628,1
9,21,26,1,1,67154,2,2,18710.31,2,2015,4,0.0,0.0,629,1
9,9,17,2,1,103375,2,1,5757.16,2,2014,9,0.0,0.0,630,1
2,24,50,2,1,54083,2,3,5534.43,2,2016,11,0.0,0.0,631,1
7,13,23,2,2,0,1,3,4436.12,2,2018,12,0.0,0.0,632,1
7,21,30,2,1,66942,3,2,9847.2,2,2012,9,0.0,0.0,633,1
2,24,50,1,1,132022,3,3,5655.16,2,2018,1,0.0,9.0,634,1
7,14,20,1,1,103417,1,3,2397.24,2,2016,5,0.0,0.0,635,1
7,6,31,2,2,0,2,1,8393.59,2,2017,12,0.0,0.0,636,1
7,22,20,2,1,77441,3,3,4981.85,2,2014,10,0.0,0.0,637,1
9,21,30,2,1,81351,1,3,8839.47,2,2016,12,0.0,0.0,638,1
1,4,42,2,1,69978,1,2,5958.75,2,2015,6,0.0,0.0,639,1
7,14,16,1,2,0,2,2,5296.82,2,2018,10,0.0,0.0,640,1
9,9,16,2,1,92477,2,2,8630.12,2,2018,10,0.0,0.0,641,1
3,29,51,2,5,98960,2,2,5497.47,2,2016,6,0.0,0.0,642,1
3,29,39,1,1,79136,2,1,22044.74,2,2012,7,0.0,0.0,643,1
1,21,30,2,2,0,3,3,8488.84,2,2015,9,0.0,0.0,644,1
6,8,3,2,1,67601,2,3,4327.14,2,2013,8,0.0,0.0,645,1
9,13,8,1,1,59165,2,2,5465.04,2,2016,8,0.0,0.0,646,1
10,14,33,1,2,0,3,3,14408.15,2,2016,2,0.0,0.0,647,1
7,21,30,2,1,66555,2,2,7272.17,2,2016,2,0.0,0.0,648,1
9,13,11,1,1,67866,3,2,8057.87,2,2012,3,0.0,0.0,649,1
7,21,23,1,1,70958,2,2,18734.07,2,2013,2,0.0,0.0,650,1
3,29,36,1,2,0,3,2,8503.79,2,2013,10,0.0,0.0,651,1
1,4,45,2,1,101346,2,1,5786.17,2,2015,5,2016.0,1.0,652,1
7,13,16,2,1,76878,2,1,6901.86,2,2015,10,0.0,0.0,653,1
9,13,11,1,1,73638,2,3,7592.74,2,2018,10,0.0,0.0,654,1
9,13,1,2,2,0,2,2,13893.82,2,2017,4,0.0,0.0,655,1
7,21,22,1,1,76252,2,1,9569.32,2,2015,6,0.0,0.0,656,1
4,13,6,2,1,93302,2,2,48906.56,1,2018,4,2018.0,12.0,657,1
2,24,50,2,1,73650,1,3,5446.28,2,2012,7,0.0,0.0,658,1
6,8,3,1,1,54421,2,3,7126.33,2,2014,8,0.0,0.0,659,1
10,14,34,1,1,75527,3,3,7846.19,2,2013,11,0.0,0.0,660,1
2,24,50,2,1,94381,1,2,10877.95,2,2016,8,0.0,0.0,661,1
7,21,35,1,1,82457,2,3,12717.88,2,2017,5,0.0,0.0,662,1
2,28,53,1,1,74216,1,3,2621.11,2,2013,10,0.0,0.0,663,1
7,10,19,1,1,103540,2,3,3254.44,2,2014,10,0.0,0.0,664,1
2,27,53,1,1,68226,2,1,8019.21,2,2017,8,0.0,0.0,665,1
3,29,35,1,1,89085,2,2,7224.7,2,2016,5,2016.0,11.0,666,1
2,25,52,2,1,77603,2,2,5310.69,2,2012,5,0.0,0.0,667,1
7,19,19,2,1,62128,2,2,5072.86,2,2018,8,0.0,0.0,668,1
7,21,31,2,1,49087,2,1,8213.88,1,2018,4,0.0,0.0,669,1
2,24,50,1,1,66235,2,2,7917.24,2,2014,2,0.0,0.0,670,1
9,13,10,1,1,72979,2,3,10961.34,2,2018,11,0.0,0.0,671,1
7,21,29,2,4,61488,1,3,25620.84,2,2015,11,2016.0,7.0,672,1
7,11,22,2,2,0,3,1,7891.85,2,2014,9,0.0,0.0,673,1
7,21,33,1,1,71122,2,2,6881.11,2,2012,4,0.0,0.0,674,1
7,21,27,2,2,0,2,2,18365.56,2,2013,6,0.0,0.0,675,1
9,13,8,2,2,0,3,2,2670.11,2,2012,7,0.0,0.0,676,1
7,21,27,2,2,0,3,2,8132.46,2,2013,2,0.0,0.0,677,1
