RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id,individual_id
1,1,46,0,5,2,2,1,6,0,1,1,2,8,1,157,405
0,0,61,0,0,0,2,1,6,0,1,1,2,50,2,158,406
1,1,60,0,0,0,2,1,10,0,1,3,2,0,1,158,407
0,0,81,4,4,0,3,1,4,0,1,3,0,8,1,159,408
0,1,43,5,0,0,2,1,6,0,1,1,2,53,1,160,409
7,1,32,5,3,0,2,1,6,0,1,1,2,2,1,160,410
0,0,51,0,0,0,2,1,10,0,1,1,2,9,1,161,411
0,0,38,0,0,0,2,1,6,0,1,1,2,5,1,162,412
0,1,68,0,0,0,2,1,6,0,1,3,0,7,2,162,413
0,1,44,0,0,0,2,1,10,0,1,1,2,20,1,163,414
2,0,14,5,6,0,2,2,3,5,2,0,0,0,0,163,415
2,0,18,5,3,0,2,2,3,5,2,3,0,0,1,163,416
0,0,31,0,7,3,5,1,0,0,1,3,2,8,2,164,417
2,1,2,5,6,0,0,0,0,0,0,0,0,0,0,164,418
0,0,31,0,7,0,5,1,0,0,1,3,2,8,2,164,419
2,0,5,5,6,0,4,2,1,2,0,0,0,0,0,164,420
1,0,50,0,8,0,2,1,7,0,1,1,2,8,1,165,421
0,1,37,0,7,0,2,1,9,0,1,1,2,2,1,165,422
1,1,46,0,7,0,2,1,10,0,1,2,2,0,1,166,423
0,0,47,0,0,0,2,1,10,0,1,1,2,32,1,166,424
2,0,24,5,7,0,2,2,6,6,2,3,0,0,1,166,425
2,1,15,5,7,0,2,2,5,6,3,0,2,0,1,166,426
0,0,31,0,3,2,2,1,8,6,1,1,2,14,2,167,427
0,0,29,0,3,2,4,2,8,6,3,1,2,9,2,167,428
0,1,34,3,0,0,2,1,9,0,1,1,1,75,1,168,429
2,1,7,5,0,0,2,2,1,3,3,0,0,0,0,168,430
2,0,9,5,0,0,2,2,1,3,3,0,0,0,0,168,431
2,1,13,5,0,0,2,2,2,4,3,0,0,0,0,168,432
0,0,34,5,7,0,2,1,9,0,1,1,2,20,1,169,433
0,0,41,0,0,0,2,1,7,0,1,2,2,12,1,170,434
1,1,40,0,0,0,2,1,6,0,1,1,2,13,1,170,435
2,1,8,5,7,0,2,2,1,3,2,0,0,0,0,171,436
2,1,8,5,7,0,2,2,1,3,2,0,0,0,0,171,437
7,0,33,5,7,2,3,1,9,0,1,1,2,13,1,171,438
2,0,1,5,7,0,0,0,0,0,0,0,0,0,0,171,439
7,0,35,5,1,0,2,1,6,0,1,1,2,15,1,171,440
7,0,36,5,0,0,2,1,6,0,1,3,2,0,0,172,441
0,0,39,0,0,2,3,1,10,0,1,1,2,35,1,173,442
1,1,38,0,5,2,3,1,10,0,1,1,2,24,1,173,443
2,1,6,5,7,0,5,2,1,0,2,0,0,0,0,173,444
3,1,79,4,0,3,5,1,6,0,1,3,0,2,2,173,445
0,0,38,0,0,3,4,1,2,0,1,3,2,14,2,174,446
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,174,447
2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,174,448
2,1,6,5,0,0,4,2,0,3,2,0,0,0,0,174,449
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,174,450
0,1,31,0,6,3,4,1,6,0,1,3,0,0,1,174,451
0,0,43,1,0,0,1,1,0,0,1,2,2,5,1,175,452
0,0,70,0,6,2,4,1,1,0,1,3,0,5,1,175,453
1,1,67,0,6,3,4,1,1,0,1,3,0,0,1,175,454
2,0,6,5,6,0,4,2,1,2,2,0,0,0,0,176,455
1,1,25,0,6,3,4,1,5,0,1,3,1,3,2,176,456
0,0,34,0,7,3,5,1,6,0,1,3,2,7,2,176,457
2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,176,458
0,0,69,0,0,0,2,1,4,0,1,3,0,4,1,177,459
1,1,60,0,0,0,2,1,7,0,1,1,2,10,1,177,460
0,1,41,2,0,0,3,1,6,0,1,1,2,10,1,178,461
0,1,46,5,0,0,3,1,9,0,1,2,1,5,0,178,462
2,0,12,5,6,0,2,2,2,4,2,0,0,0,0,178,463
0,0,54,5,0,0,2,1,8,0,1,1,2,24,1,179,464
0,0,57,0,0,0,4,1,9,0,1,1,1,13,1,180,465
1,0,53,0,0,0,2,1,10,0,1,1,2,26,1,180,466
1,1,75,0,0,0,2,1,6,0,1,3,0,3,1,181,467
0,0,68,0,0,0,2,1,7,0,1,3,2,13,1,181,468
5,1,6,5,6,0,3,2,1,3,3,0,0,0,0,182,469
5,1,9,5,6,0,3,2,1,4,3,0,0,0,0,182,470
4,0,37,5,7,2,2,2,6,6,2,1,2,5,2,182,471
2,1,28,5,6,2,3,1,6,0,1,1,2,9,1,182,472
0,1,51,2,6,2,5,1,6,0,1,3,2,3,2,182,473
0,0,73,0,0,0,2,1,6,0,1,3,0,14,1,183,474
1,1,78,0,0,0,2,1,7,0,1,3,0,4,1,183,475
1,1,77,0,0,0,4,1,6,0,1,3,0,4,1,184,476
0,1,76,0,0,0,5,1,9,0,1,3,0,5,1,184,477
0,0,60,3,1,0,2,1,6,0,1,1,2,12,1,185,478
5,0,9,5,1,0,2,2,1,3,2,0,0,0,0,185,479
2,0,36,5,1,0,2,1,6,0,1,1,2,8,1,185,480
0,1,69,3,0,0,2,1,7,0,1,3,0,5,2,186,481
1,1,52,0,5,0,5,1,4,0,1,3,0,0,1,187,482
0,0,50,0,5,2,4,1,4,0,1,1,2,13,1,187,483
0,0,50,0,0,2,4,1,2,0,1,3,2,25,2,188,484
1,1,49,0,0,2,4,1,2,0,1,3,0,0,1,188,485
2,1,18,5,0,0,3,2,5,5,2,3,0,1,1,188,486
2,1,14,5,0,0,3,2,2,4,2,0,0,0,0,188,487
0,0,50,3,0,2,4,1,2,0,1,3,2,18,2,188,488
1,1,61,0,5,2,3,1,9,0,1,3,2,0,1,189,489
0,0,63,0,5,2,3,1,7,0,1,1,2,25,1,189,490
7,0,9,5,7,0,2,2,1,3,2,0,0,0,0,190,491
0,1,30,5,7,0,2,2,8,6,1,1,2,8,1,190,492
7,0,33,5,0,0,2,1,8,0,1,1,2,15,1,190,493
7,0,40,5,0,0,2,1,6,0,1,1,2,15,1,190,494
0,1,68,4,0,0,2,1,10,0,1,1,1,30,1,191,495
0,0,51,0,3,3,4,2,6,5,2,1,2,5,1,192,496
3,0,48,0,0,3,2,1,6,0,1,1,2,6,1,192,497
2,1,12,5,5,3,3,2,2,4,2,0,0,0,0,192,498
0,1,42,3,0,0,2,2,8,0,2,1,2,20,1,193,499
0,0,43,5,0,0,2,1,6,0,1,1,2,39,1,193,500
1,1,37,0,1,0,2,1,6,0,1,3,0,0,1,194,501
2,1,15,5,1,0,2,2,3,5,2,0,0,0,0,194,502
0,0,42,0,1,0,2,1,9,0,1,1,2,21,1,194,503
0,1,26,5,6,0,2,1,10,0,1,1,2,16,1,195,504
0,0,52,5,0,0,2,1,9,0,1,1,2,21,1,196,505
0,1,61,3,0,0,2,1,10,0,1,1,2,49,1,197,506
0,1,64,3,0,0,2,1,9,0,1,3,2,20,1,198,507
1,1,70,0,0,0,2,1,7,0,1,3,0,0,1,199,508
0,0,74,0,0,0,2,1,6,0,1,3,0,8,1,199,509
2,0,23,5,0,3,3,1,6,0,1,1,2,8,1,200,510
2,0,16,5,6,0,3,2,6,6,2,3,2,0,0,200,511
2,0,6,5,6,0,3,2,1,2,1,0,0,0,0,200,512
2,1,13,5,5,0,3,2,2,4,2,0,0,0,0,200,513
0,0,44,0,0,2,5,1,7,0,1,1,2,15,2,200,514
2,1,8,5,6,0,2,2,1,3,2,0,0,0,0,201,515
0,1,35,2,6,3,1,1,1,0,1,1,2,9,1,201,516
2,0,1,5,6,0,0,0,0,0,0,0,0,0,0,201,517
2,0,5,5,6,0,4,2,1,1,2,0,0,0,0,201,518
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,201,519
0,0,55,0,0,2,3,1,8,0,1,1,2,15,2,202,520
1,1,71,0,0,3,3,1,6,0,1,3,0,3,1,202,521
1,1,25,0,6,3,4,1,3,0,1,3,1,4,2,203,522
2,0,6,5,6,0,4,2,1,2,2,0,0,0,0,203,523
0,0,38,0,7,3,4,1,0,0,1,3,0,6,2,203,524
2,1,2,5,6,0,0,0,0,0,0,0,0,0,0,203,525
1,1,44,0,5,0,5,1,6,0,1,3,2,0,1,204,526
2,0,5,5,5,0,4,1,0,0,1,0,0,0,0,204,527
0,0,44,0,3,0,3,1,10,0,1,1,2,26,1,204,528
2,0,13,5,5,3,3,2,2,4,2,0,0,0,0,204,529
1,0,61,0,0,2,1,1,0,0,1,1,2,7,1,205,530
0,0,56,0,6,2,1,1,1,0,1,3,2,6,1,205,531
1,1,69,0,0,0,2,1,6,0,1,3,0,5,1,206,532
0,0,68,0,0,0,2,1,6,0,1,3,0,12,1,206,533
2,0,13,5,0,0,2,2,2,4,3,0,0,0,0,207,534
0,0,45,0,0,2,2,1,9,0,1,1,2,48,1,207,535
2,1,13,5,0,0,3,1,0,0,1,0,0,0,0,207,536
1,1,44,0,0,2,2,1,9,0,1,3,0,0,1,207,537
7,1,72,5,0,0,2,1,10,0,1,3,0,5,2,208,538
2,0,19,5,6,0,2,2,6,6,2,3,2,2,1,209,539
1,1,38,0,6,0,3,1,6,0,1,1,2,11,1,209,540
2,1,15,5,6,0,2,2,3,5,2,0,0,0,0,209,541
2,0,1,5,6,0,0,0,0,0,0,0,0,0,0,209,542
0,0,43,0,0,0,2,1,9,0,1,1,2,22,1,209,543
0,0,33,5,0,0,2,2,7,6,2,1,2,10,2,210,544
2,0,7,5,1,0,2,2,1,3,2,0,0,0,0,211,545
2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,211,546
0,1,26,2,1,0,2,1,6,0,1,2,1,7,1,211,547
0,1,85,4,0,0,2,1,2,0,1,3,0,3,2,212,548
0,1,49,0,1,0,2,1,6,0,1,1,2,18,1,213,549
1,1,52,0,0,0,2,1,6,0,1,1,2,6,1,213,550
0,1,37,5,0,0,2,1,6,0,1,1,2,3,1,214,551
0,0,53,3,0,0,2,1,7,0,1,1,2,8,1,215,552
0,0,50,2,0,0,2,1,9,0,1,1,2,51,1,216,553
7,1,34,5,0,0,2,1,0,0,1,1,2,2,1,217,554
7,0,40,2,1,0,2,1,6,0,1,3,2,3,1,218,555
0,1,83,4,0,0,4,1,2,0,1,3,0,14,1,219,556
1,1,64,0,6,3,5,1,0,0,1,3,0,1,1,220,557
0,0,75,0,0,3,5,1,0,0,1,3,0,3,1,220,558
0,1,48,0,0,3,1,1,10,0,1,2,2,7,1,221,559
0,1,40,5,3,0,2,1,6,0,1,3,2,5,1,221,560
0,0,70,3,0,0,2,1,2,0,1,3,0,4,1,222,561
0,1,23,5,1,0,2,2,6,6,2,3,2,7,1,223,562
6,1,19,5,1,0,2,2,4,5,2,1,2,6,1,223,563
7,0,33,5,0,0,2,2,6,6,2,1,2,3,1,224,564
7,1,44,3,0,0,2,1,2,0,1,1,2,7,2,224,565
0,1,53,3,0,0,2,1,9,0,1,1,2,17,1,224,566
2,0,14,5,0,0,2,2,2,4,2,3,0,0,0,224,567
2,1,40,4,0,0,2,1,6,0,1,3,2,5,1,224,568
1,1,54,0,0,2,3,1,6,0,1,1,2,19,2,225,569
0,0,52,0,0,0,2,1,6,0,1,1,2,14,2,225,570
2,1,3,5,0,0,0,2,0,1,2,0,0,0,0,226,571
2,1,5,5,0,0,4,2,0,2,2,0,0,0,0,226,572
0,0,34,0,0,3,5,1,3,0,1,3,2,23,1,226,573
2,1,4,5,0,0,0,2,1,1,2,0,0,0,0,226,574
1,1,30,0,0,3,1,1,3,0,1,3,2,4,1,226,575
2,1,4,5,0,0,0,2,1,1,2,0,0,0,0,226,576
1,1,71,0,7,0,2,1,7,0,1,3,0,8,2,227,577
0,0,68,0,0,0,2,1,3,0,1,3,0,12,1,227,578
0,1,50,3,2,0,2,1,6,0,1,2,2,6,2,228,579
2,0,23,5,6,0,3,2,6,6,2,3,0,0,1,229,580
0,0,45,3,1,0,2,1,8,0,1,1,2,16,1,229,581
0,0,41,3,0,0,2,1,6,0,1,1,1,10,2,230,582
0,0,47,5,0,0,2,1,6,0,1,1,2,9,1,231,583
2,0,9,5,0,0,2,2,1,3,2,0,0,0,0,232,584
2,1,8,5,0,0,2,2,1,3,2,0,0,0,0,232,585
0,1,36,2,0,0,2,1,6,0,1,1,2,16,1,232,586
2,1,31,5,0,0,3,1,10,0,1,1,2,31,1,233,587
0,1,63,4,0,0,2,1,7,0,1,3,0,26,1,233,588
2,0,30,5,0,0,3,1,10,0,1,1,2,27,1,233,589
0,1,54,5,6,0,2,1,6,0,1,3,0,4,2,234,590
2,0,22,5,6,0,2,1,6,0,1,1,2,3,1,234,591
0,0,85,0,0,0,2,1,7,0,1,3,2,97,1,235,592
1,1,78,0,0,0,2,1,6,0,1,3,0,75,2,235,593
1,1,63,0,5,2,3,1,9,0,1,3,2,0,1,236,594
0,0,63,0,5,2,3,1,7,0,1,1,2,25,1,236,595
0,0,82,0,0,0,2,1,2,0,1,3,0,6,1,237,596
1,1,67,0,0,2,3,1,7,0,1,3,0,14,2,237,597
2,1,15,5,0,0,2,2,4,5,2,0,0,0,0,238,598
0,0,37,3,2,0,2,1,6,0,1,3,2,12,2,238,599
2,0,17,5,0,0,2,2,5,5,2,2,2,0,1,238,600
2,1,24,5,1,0,2,1,6,0,1,1,2,6,1,239,601
2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,239,602
0,1,39,2,1,0,2,2,7,6,2,1,2,19,1,239,603
2,0,12,5,1,0,2,2,2,4,2,0,0,0,0,239,604
2,0,43,0,5,2,5,1,2,0,1,3,1,5,1,240,605
2,1,19,5,5,0,3,2,6,5,2,3,2,0,1,240,606
2,1,18,5,5,0,3,2,6,5,2,1,2,0,1,240,607
1,1,36,0,5,2,4,1,0,0,1,3,0,0,1,240,608
2,1,5,5,5,0,4,2,0,2,2,0,0,0,0,240,609
2,1,19,5,0,0,2,2,6,5,2,3,2,0,1,241,610
2,1,41,0,0,0,4,2,6,6,3,1,2,10,2,241,611
2,1,13,5,0,0,2,2,2,4,2,0,0,0,0,241,612
1,1,47,0,0,2,3,1,9,0,1,1,2,19,2,241,613
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,241,614
5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,242,615
2,1,23,5,0,0,3,1,6,0,1,1,2,1,1,242,616
0,0,52,3,0,0,2,1,6,0,1,1,2,17,1,242,617
1,1,41,4,0,0,2,2,7,6,2,1,2,10,1,243,618
0,0,47,0,0,0,2,1,7,0,1,1,2,17,1,243,619
2,0,17,5,6,3,4,2,4,5,2,2,0,0,1,244,620
0,1,50,3,6,3,2,1,4,0,1,3,2,0,1,244,621
7,0,31,5,0,0,2,1,5,0,1,1,1,17,1,245,622
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,245,623
2,1,37,5,0,0,2,1,6,5,1,3,0,3,1,245,624
0,1,83,4,0,0,4,1,2,0,1,3,0,14,1,246,625
7,0,19,5,0,0,2,1,6,0,1,1,2,5,1,247,626
0,0,22,5,0,0,2,2,7,6,2,1,2,12,1,247,627
7,1,21,5,0,0,2,1,6,0,1,1,2,5,1,247,628
1,0,34,0,0,0,2,1,7,0,1,1,2,14,1,248,629
0,1,30,0,0,0,2,1,7,0,1,1,2,14,1,248,630
7,0,30,3,6,3,1,1,2,0,1,1,2,5,1,249,631
2,0,4,5,6,0,0,2,1,1,2,0,0,0,0,249,632
5,0,8,5,6,3,5,2,1,3,2,0,0,0,0,249,633
2,1,24,5,6,3,1,1,6,0,1,1,2,8,1,249,634
5,0,8,5,6,3,5,2,1,3,2,0,0,0,0,249,635
0,1,42,3,6,3,1,1,2,0,1,3,0,0,1,249,636
0,0,48,0,0,0,2,1,10,0,1,1,1,99,1,250,637
1,1,48,0,0,0,2,1,9,0,1,1,1,2,1,250,638
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,250,639
7,1,30,0,6,0,3,1,7,0,1,1,2,18,1,251,640
0,0,36,0,0,0,2,1,6,0,1,1,2,29,1,251,641
2,1,5,5,0,0,0,1,0,0,1,0,0,0,0,251,642
0,0,62,3,0,2,3,1,2,0,1,2,2,10,2,252,643
1,1,47,0,6,0,3,1,4,0,1,3,2,3,1,253,644
0,0,47,0,0,0,3,1,6,0,1,1,2,21,1,253,645
2,1,14,5,0,0,3,2,2,5,2,0,0,0,0,253,646
2,1,16,5,0,0,3,2,4,5,2,1,2,3,1,253,647
1,1,34,5,1,0,2,1,6,0,1,3,0,0,1,254,648
0,0,37,0,1,0,2,1,7,0,1,3,2,18,1,254,649
2,0,7,5,1,0,2,2,0,3,2,0,0,0,0,254,650
0,1,51,0,0,2,2,1,6,0,1,1,2,99,1,255,651
2,1,17,5,0,0,2,2,5,5,2,1,2,0,1,255,652
1,0,55,0,0,2,2,1,9,0,1,1,2,99,1,255,653
0,0,39,5,0,0,2,1,10,0,1,1,2,53,1,256,654
4,1,73,4,0,0,2,1,4,0,1,3,0,8,1,257,655
4,1,74,4,0,0,2,1,4,0,1,3,0,8,1,257,656
0,0,67,4,0,0,2,1,7,0,1,1,1,17,1,257,657
7,0,22,5,6,0,4,1,6,0,1,1,2,15,1,258,658
0,0,27,5,1,0,2,2,7,5,2,1,2,8,1,259,659
2,0,6,5,1,0,2,2,1,3,2,0,0,0,0,259,660
0,1,44,2,1,0,2,1,7,0,3,3,2,15,1,259,661
1,1,42,0,0,0,2,1,9,0,1,1,2,43,1,260,662
0,0,43,0,0,0,3,1,10,0,1,1,2,99,1,260,663
0,0,47,0,6,2,5,1,2,0,1,3,2,16,1,261,664
6,0,23,5,6,2,4,2,6,5,2,1,2,3,2,261,665
1,1,45,0,6,3,1,1,3,0,1,2,0,0,2,261,666
0,0,48,0,0,3,5,1,2,0,1,3,2,14,1,261,667
2,1,23,1,6,2,4,2,7,6,2,3,0,0,1,261,668
0,0,47,0,5,2,4,1,2,0,1,1,1,9,1,261,669
1,1,42,0,0,0,2,1,7,0,1,1,2,8,1,262,670
2,0,11,5,0,0,2,2,1,4,2,0,0,0,0,262,671
2,0,18,5,0,0,2,1,6,0,1,2,2,1,1,262,672
2,0,15,5,0,0,2,2,2,5,2,0,0,0,0,262,673
0,0,49,0,0,0,2,1,7,0,1,1,2,40,1,262,674
2,0,14,5,3,0,2,2,2,5,2,0,0,0,0,263,675
1,1,37,0,0,2,4,1,6,0,1,1,2,15,1,263,676
0,1,44,0,3,2,4,1,7,0,1,1,2,29,1,263,677
2,1,12,5,3,0,2,2,2,4,2,0,0,0,0,263,678
1,1,51,0,0,0,2,2,9,7,2,1,2,4,1,264,679
0,0,53,0,0,0,2,1,7,0,1,1,2,16,1,264,680
0,1,36,3,5,0,2,2,6,5,2,1,2,29,1,265,681
0,0,53,0,0,0,2,1,2,0,1,3,2,0,1,266,682
1,1,55,0,0,0,2,1,2,0,1,3,2,5,2,266,683
2,1,13,5,0,0,2,2,2,4,2,0,0,0,0,267,684
7,1,37,2,0,0,2,1,6,0,1,1,2,10,1,267,685
0,0,32,5,0,0,2,1,6,0,1,1,1,24,2,267,686
0,0,44,5,0,0,2,1,6,0,1,1,2,47,1,268,687
0,0,50,3,0,0,2,1,10,0,1,1,2,17,1,269,688
0,0,58,0,0,0,3,1,10,0,1,1,2,25,1,270,689
1,1,55,0,0,2,3,2,7,6,2,1,2,3,1,270,690
4,1,12,5,6,0,3,2,2,4,2,0,0,0,0,271,691
3,1,53,0,6,3,5,1,0,0,1,2,2,4,2,271,692
0,1,34,5,6,0,3,1,8,0,1,1,2,5,1,271,693
4,1,11,5,6,0,3,2,2,4,2,0,0,0,0,271,694
3,1,49,5,6,3,5,1,0,0,1,3,2,5,2,271,695
0,0,45,0,3,2,2,1,6,0,1,1,2,6,2,272,696
0,0,46,0,0,2,2,1,10,0,1,1,2,7,2,272,697
2,0,14,5,3,3,4,2,2,5,3,0,0,0,0,272,698
1,0,41,0,0,2,2,1,6,0,1,1,2,19,2,272,699
1,1,35,0,0,0,2,1,6,0,1,3,2,12,1,273,700
0,0,35,0,0,0,2,1,8,0,1,1,2,22,1,273,701
2,0,4,5,0,0,0,1,0,0,1,0,0,0,0,273,702
2,0,3,5,0,0,0,1,0,0,1,0,0,0,0,273,703
0,0,31,5,0,0,2,1,6,0,1,2,0,4,2,274,704
0,1,39,0,1,0,2,2,6,6,2,1,2,15,1,275,705
2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,275,706
2,0,18,5,1,0,2,2,5,5,2,3,0,0,1,275,707
1,1,40,0,1,0,2,1,9,0,1,1,2,28,1,275,708
0,0,37,0,5,2,3,1,8,0,1,1,2,14,2,276,709
7,1,31,5,5,0,2,1,9,0,1,1,2,7,1,276,710
3,1,67,4,5,2,5,1,0,0,1,3,0,4,1,276,711
0,0,36,0,5,2,3,1,8,0,1,1,2,13,2,276,712
0,0,62,0,5,2,3,1,7,0,1,1,2,25,1,277,713
1,1,61,0,5,2,3,1,6,0,1,3,2,0,1,277,714
2,1,23,5,0,3,3,2,5,5,2,1,2,3,1,278,715
1,0,45,0,4,0,5,1,6,0,1,1,1,6,1,278,716
1,0,48,4,4,3,5,1,3,0,1,1,1,7,1,278,717
0,1,62,3,4,2,5,1,7,0,1,3,0,16,1,278,718
0,0,67,0,0,0,2,1,9,0,1,3,2,51,1,279,719
1,1,62,0,0,0,2,1,9,0,1,3,2,3,1,279,720
0,0,25,0,2,0,2,1,6,0,1,1,2,10,1,280,721
1,1,23,0,1,0,2,1,8,0,1,1,2,5,1,280,722
7,1,49,5,0,0,2,1,3,0,1,0,0,2,0,281,723
0,1,47,3,0,0,2,1,6,0,1,1,2,18,1,281,724
5,1,9,5,0,0,2,2,1,3,2,0,0,0,0,281,725
0,1,75,4,4,0,4,1,6,0,1,3,2,5,1,282,726
2,1,18,5,0,0,3,2,4,5,2,1,2,3,1,283,727
2,1,14,5,0,0,3,2,2,4,2,0,0,0,0,283,728
2,0,16,5,7,0,2,2,4,5,2,3,0,0,1,283,729
0,0,42,2,5,0,2,1,2,0,1,1,2,11,1,283,730
3,0,47,3,5,0,2,1,7,0,1,1,2,7,1,284,731
7,0,42,5,0,0,2,1,10,0,1,1,2,12,1,284,732
2,1,26,5,5,0,2,1,6,0,1,1,2,8,1,284,733
6,0,10,5,6,0,3,2,0,3,2,0,2,0,0,284,734
7,1,48,3,5,2,2,1,6,0,1,3,2,6,1,284,735
4,0,36,3,5,0,3,2,7,6,2,1,2,3,1,284,736
0,1,78,4,1,0,2,1,0,0,1,3,0,1,2,285,737
2,0,21,5,0,0,2,1,5,0,1,2,2,1,1,286,738
1,1,50,0,0,0,2,1,6,0,1,1,2,10,1,286,739
0,0,64,0,0,0,2,1,6,0,1,1,2,26,1,287,740
1,1,62,0,0,0,2,1,6,0,1,1,2,2,1,287,741
0,1,62,1,0,0,2,1,7,0,1,3,0,5,1,288,742
1,1,71,0,0,0,2,1,9,0,1,3,0,61,1,289,743
0,1,71,0,0,0,2,1,6,0,1,3,0,12,1,289,744
1,1,52,0,5,3,5,1,4,0,1,3,0,0,1,290,745
0,0,50,0,5,2,4,1,4,0,1,1,2,13,1,290,746
7,1,85,4,0,0,2,1,6,0,1,3,0,4,2,291,747
1,0,41,5,3,3,5,1,9,0,1,1,2,4,1,292,748
0,1,38,0,3,3,5,2,6,6,2,1,2,15,1,292,749
2,0,13,5,3,3,4,2,2,4,2,0,0,0,0,292,750
0,1,74,4,0,0,2,1,6,0,1,3,0,5,1,293,751
1,1,30,0,0,0,2,1,6,0,1,1,2,13,2,294,752
0,0,31,0,0,0,2,1,6,0,1,1,2,13,2,294,753
2,0,32,0,4,0,3,1,6,0,1,1,2,7,1,295,754
0,1,64,3,4,2,5,1,7,0,1,3,0,16,1,295,755
0,1,28,0,4,0,3,1,6,0,1,1,1,9,1,295,756
2,0,29,5,4,0,3,1,9,0,1,1,2,16,2,295,757
7,0,32,1,1,0,2,1,6,0,1,3,2,0,1,296,758
7,1,74,5,0,0,2,1,6,0,1,3,0,3,2,297,759
2,0,36,5,1,0,2,1,6,0,1,1,2,9,1,298,760
2,1,9,5,1,0,2,2,1,3,2,0,0,0,0,298,761
0,0,44,5,1,0,2,1,6,0,1,1,0,7,1,298,762
2,1,13,5,5,0,2,2,1,5,2,0,0,0,0,299,763
1,1,40,0,5,2,3,1,9,0,1,3,2,0,0,299,764
2,1,24,0,5,2,2,2,0,5,2,0,0,0,1,299,765
0,0,44,0,5,2,3,2,10,7,2,1,2,67,1,299,766
0,0,47,5,0,0,2,1,6,0,1,2,2,6,1,300,767
2,0,40,0,0,0,2,2,7,0,1,3,1,2,1,301,768
2,0,34,5,0,3,3,1,8,0,1,1,2,8,1,301,769
2,0,36,0,4,0,3,1,7,0,1,1,2,9,1,301,770
0,0,70,0,0,2,4,1,2,0,1,3,0,5,1,301,771
0,1,85,0,0,0,2,1,7,0,1,3,0,4,1,302,772
1,0,78,0,0,2,2,1,10,0,1,3,0,8,1,302,773
0,1,41,5,0,0,3,1,9,0,1,2,2,8,1,303,774
7,1,8,5,0,0,2,2,1,3,2,0,0,0,0,303,775
0,1,34,0,5,3,5,1,7,0,1,1,1,4,1,303,776
0,0,58,0,0,0,2,1,9,0,1,1,2,38,1,304,777
1,1,58,0,0,0,2,1,7,0,1,3,1,14,1,304,778
2,0,23,5,6,0,3,1,5,0,1,3,2,4,1,305,779
6,0,32,5,6,0,4,1,5,0,1,1,2,6,1,305,780
2,1,30,5,6,2,5,2,6,6,2,3,0,0,1,305,781
2,1,17,5,0,0,3,2,3,5,2,3,0,0,1,305,782
1,1,43,5,6,3,5,1,3,0,1,2,0,2,1,305,783
2,0,15,5,6,3,4,2,4,5,2,0,0,0,0,305,784
6,0,31,5,6,3,3,2,6,6,2,1,2,5,1,305,785
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,306,786
1,1,45,0,0,3,5,2,2,4,2,3,2,0,1,306,787
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,306,788
1,1,39,0,0,0,2,1,4,0,1,1,2,7,2,306,789
2,0,23,5,0,3,3,1,6,0,1,1,2,8,1,306,790
2,0,14,5,1,0,2,2,3,5,2,0,0,0,0,307,791
0,0,47,0,1,2,3,1,9,0,1,1,2,30,1,307,792
1,1,44,0,1,0,2,1,6,0,1,1,2,12,1,307,793
0,0,25,5,0,0,2,1,6,0,1,1,2,7,1,308,794
7,1,23,5,0,0,2,2,6,6,2,3,2,4,1,308,795
2,1,18,5,0,0,3,2,5,5,2,1,2,1,1,309,796
7,0,50,0,4,3,4,1,6,0,1,1,2,17,1,309,797
0,1,55,0,0,2,4,1,6,0,1,3,2,6,1,309,798
1,1,48,0,3,3,4,1,8,0,1,3,2,4,1,309,799
1,1,38,0,5,3,2,2,6,6,2,1,2,10,1,310,800
0,0,51,0,5,0,4,1,6,0,1,3,2,12,1,310,801
2,1,14,5,0,0,2,2,2,5,2,0,0,0,0,310,802
5,1,7,5,7,0,4,2,1,2,2,0,0,0,2,311,803
1,0,43,0,7,2,5,1,6,0,1,1,2,5,2,311,804
2,1,82,5,6,0,4,1,3,0,1,3,0,4,1,311,805
0,1,51,0,6,2,2,1,9,0,1,1,2,5,2,311,806
2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,312,807
2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,312,808
2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,312,809
0,1,29,2,1,0,2,2,6,0,2,3,2,10,1,312,810
2,1,14,5,0,0,3,2,2,4,2,0,0,0,0,313,811
2,1,10,5,0,0,3,2,1,3,2,0,0,0,0,313,812
