year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,loyalty_history_id,activity_id
2017,11,3,7592,7584.5,0,0,278,6749
2017,8,0,0,0.0,0,0,28,6750
2018,8,3,4053,4027.3,0,0,513,6751
2018,7,2,3371,3374.6,0,0,401,6752
2017,3,0,0,0.0,0,0,224,6753
2017,10,0,0,0.0,0,0,890,6754
2018,7,0,0,0.0,0,0,3,6755
2017,7,0,0,0.0,0,0,871,6756
2017,5,0,0,0.0,0,0,975,6757
2017,5,3,5359,5341.5,0,0,173,6758
2017,6,2,2933,2935.3,0,0,893,6759
2018,8,3,2967,2950.4,0,0,908,6760
2018,8,2,3959,3976.4,430,77,41,6761
2018,10,2,3289,3283.4,0,0,795,6762
2018,7,0,0,0.0,0,0,995,6763
2018,8,1,0,0.0,0,0,551,6764
2017,9,1,1809,1811.9,467,84,404,6765
2018,4,0,0,0.0,0,0,430,6766
2017,7,0,0,0.0,0,0,906,6767
2017,5,0,0,0.0,0,0,258,6768
2017,9,0,0,0.0,0,0,271,6769
2018,1,0,0,0.0,0,0,119,6770
2017,7,3,4227,4218.2,0,0,448,6771
2018,6,3,6460,6475.9,0,0,351,6772
2017,7,0,0,0.0,0,0,700,6773
2017,2,0,0,0.0,0,0,726,6774
2017,2,0,0,0.0,0,0,152,6775
2018,11,0,0,0.0,0,0,828,6776
2018,8,5,8630,8625.0,0,0,643,6777
2018,10,4,3400,3405.7,0,0,789,6778
2018,7,5,8997,8999.7,0,0,325,6779
2017,7,0,0,0.0,0,0,147,6780
2018,7,0,0,0.0,0,0,800,6781
2018,1,0,0,0.0,0,0,431,6782
2017,6,0,0,0.0,0,0,614,6783
2017,8,2,2450,2454.3,0,0,192,6784
2017,1,2,2857,2845.8,0,0,858,6785
2018,12,0,0,0.0,0,0,439,6786
2018,11,2,1239,1241.3,0,0,924,6787
2018,11,0,0,0.0,0,0,940,6788
2018,12,1,1253,1267.8,752,135,301,6789
2017,5,0,0,0.0,0,0,197,6790
2017,1,3,3446,3449.0,0,0,283,6791
2018,7,4,8718,8694.1,0,0,253,6792
2017,9,2,2854,2849.5,0,0,674,6793
2018,4,4,4720,4732.7,0,0,736,6794
2017,4,3,2284,2262.3,0,0,40,6795
2018,11,0,0,0.0,0,0,393,6796
2017,10,0,0,0.0,0,0,395,6797
2018,1,1,2243,2248.8,0,0,452,6798
2018,6,4,4616,4643.2,597,107,366,6799
2017,4,3,7440,7446.7,0,0,366,6800
2017,6,4,9587,9558.1,0,0,380,6801
2017,1,0,0,0.0,0,0,125,6802
2018,6,2,1570,1569.9,0,0,685,6803
2018,2,0,0,0.0,0,0,663,6804
2017,2,0,0,0.0,0,0,466,6805
2017,9,0,0,0.0,0,0,966,6806
2017,6,2,3909,3902.0,0,0,426,6807
2017,3,0,0,0.0,0,0,700,6808
2018,4,4,4268,4268.8,0,0,354,6809
2018,8,0,0,0.0,0,0,394,6810
2017,5,5,2484,2481.6,0,0,686,6811
2018,11,2,1827,1824.0,0,0,325,6812
2018,4,0,0,0.0,0,0,663,6813
2017,8,3,6673,6676.4,0,0,942,6814
2017,5,0,0,0.0,0,0,833,6815
2017,1,1,1046,1059.9,0,0,953,6816
2018,2,0,0,0.0,0,0,526,6817
2018,2,0,0,0.0,0,0,932,6818
2018,12,0,0,0.0,0,0,787,6819
2017,8,3,4966,4956.9,0,0,805,6820
2017,6,0,0,0.0,0,0,427,6821
2018,11,0,0,0.0,0,0,637,6822
2017,3,2,4871,4872.6,0,0,852,6823
2018,4,0,0,0.0,0,0,965,6824
2018,8,5,5017,5014.3,0,0,35,6825
2017,1,0,0,0.0,0,0,810,6826
2017,10,3,5734,5759.7,0,0,146,6827
2017,12,2,4541,4534.5,0,0,631,6828
2018,3,5,2626,2636.1,0,0,847,6829
2017,11,3,2369,2385.1,481,86,87,6830
2018,2,2,3488,3454.1,0,0,671,6831
2018,10,0,0,0.0,0,0,891,6832
2017,3,0,0,0.0,0,0,665,6833
2018,3,0,0,0.0,0,0,797,6834
2018,9,0,0,0.0,0,0,670,6835
2017,10,0,0,0.0,0,0,445,6836
2018,6,0,0,0.0,0,0,611,6837
2018,3,2,4445,4437.2,560,101,796,6838
2018,7,2,2445,2443.4,0,0,277,6839
2017,1,0,0,0.0,0,0,777,6840
2018,8,4,6887,6874.4,0,0,61,6841
2017,4,3,7101,7045.7,0,0,12,6842
2017,2,0,0,0.0,0,0,847,6843
2017,9,0,0,0.0,0,0,445,6844
2018,5,0,0,0.0,0,0,539,6845
2018,6,0,0,0.0,0,0,616,6846
2018,7,6,8523,8481.0,0,0,602,6847
2017,1,0,0,0.0,0,0,486,6848
2017,6,6,5770,5790.4,0,0,589,6849
2017,8,0,0,0.0,0,0,7,6850
2018,12,0,0,0.0,0,0,932,6851
2017,10,0,0,0.0,0,0,446,6852
2017,1,0,0,0.0,0,0,444,6853
2018,12,0,0,0.0,0,0,921,6854
2018,11,3,4469,4466.5,0,0,355,6855
2018,8,3,4345,4365.0,0,0,781,6856
2017,9,2,3875,3864.9,0,0,288,6857
2018,5,0,0,0.0,0,0,268,6858
2018,6,0,0,0.0,0,0,982,6859
2017,9,0,0,0.0,0,0,393,6860
2017,1,1,758,742.1,0,0,737,6861
2017,3,2,1776,1783.7,0,0,807,6862
2018,10,3,4614,4612.8,0,0,733,6863
2018,10,0,0,0.0,0,0,538,6864
2018,3,1,0,0.0,493,89,781,6865
2017,7,0,0,0.0,0,0,398,6866
2018,7,2,4923,4922.5,0,0,440,6867
2018,11,2,4429,4426.6,0,0,187,6868
2017,12,0,0,0.0,0,0,80,6869
2018,7,5,6372,6364.7,0,0,197,6870
2018,6,0,0,0.0,0,0,846,6871
2018,11,2,4588,4588.0,0,0,966,6872
2018,1,0,0,0.0,0,0,670,6873
2017,5,0,0,0.0,0,0,866,6874
2017,11,0,0,0.0,0,0,116,6875
2018,1,0,0,0.0,0,0,607,6876
2017,4,2,3482,3480.9,0,0,239,6877
2017,2,0,0,0.0,0,0,453,6878
2017,9,0,0,0.0,0,0,884,6879
2018,6,0,0,0.0,0,0,695,6880
2017,2,0,0,0.0,0,0,803,6881
2017,8,0,0,0.0,0,0,832,6882
2018,4,3,6911,6892.9,0,0,735,6883
2018,8,1,1565,1561.0,0,0,843,6884
2017,11,1,1261,1265.0,0,0,778,6885
2017,10,1,883,888.1,0,0,2,6886
2018,7,5,12122,12200.4,628,113,639,6887
2017,4,2,2495,2505.3,507,91,831,6888
2017,2,0,0,0.0,0,0,887,6889
2018,9,0,0,0.0,0,0,887,6890
2017,7,0,0,0.0,0,0,479,6891
2018,11,0,0,0.0,0,0,750,6892
2018,4,2,1647,1640.0,0,0,857,6893
2017,10,0,0,0.0,0,0,928,6894
2018,10,3,4818,4822.1,0,0,438,6895
2018,6,3,3809,3812.2,0,0,316,6896
2018,5,0,0,0.0,0,0,200,6897
2017,3,4,4026,4014.1,0,0,718,6898
2018,12,3,7076,7060.9,0,0,662,6899
2018,5,0,0,0.0,0,0,382,6900
2017,3,0,0,0.0,0,0,839,6901
2017,5,0,0,0.0,0,0,93,6902
2017,7,0,0,0.0,0,0,7,6903
2018,9,0,0,0.0,0,0,259,6904
2018,11,2,1605,1605.1,0,0,235,6905
2018,2,0,0,0.0,0,0,358,6906
2017,12,3,2226,2204.3,0,0,42,6907
2018,10,1,1769,1761.5,0,0,867,6908
2018,2,1,1672,1691.8,0,0,550,6909
2018,4,0,0,0.0,0,0,535,6910
2017,12,0,0,0.0,0,0,106,6911
2017,4,2,1488,1456.6,0,0,591,6912
2018,11,0,0,0.0,0,0,777,6913
2018,1,0,0,0.0,0,0,447,6914
2017,2,0,0,0.0,0,0,653,6915
2018,2,3,2172,2177.3,0,0,969,6916
2018,1,1,1226,1252.3,392,69,362,6917
2018,3,5,11083,11075.6,0,0,683,6918
2018,6,3,1529,1529.1,0,0,470,6919
2018,1,3,7214,7223.4,478,86,470,6920
2018,10,0,0,0.0,0,0,475,6921
2017,2,2,1697,1690.1,0,0,54,6922
2017,4,0,0,0.0,0,0,221,6923
2017,12,0,0,0.0,0,0,505,6924
2018,9,0,0,0.0,0,0,895,6925
2018,4,1,728,736.5,0,0,664,6926
2018,11,0,0,0.0,0,0,437,6927
2017,10,0,0,0.0,0,0,302,6928
2018,10,4,11000,10998.6,0,0,726,6929
2018,8,0,0,0.0,0,0,57,6930
2018,8,5,11979,11991.8,0,0,192,6931
2017,12,6,8707,8690.5,0,0,161,6932
2017,6,2,2558,2546.2,0,0,938,6933
2018,12,4,4450,4459.4,0,0,583,6934
2018,5,0,0,0.0,0,0,328,6935
2018,7,4,3411,3414.1,0,0,98,6936
2018,11,0,0,0.0,0,0,268,6937
2018,12,0,0,0.0,0,0,220,6938
2017,11,1,703,704.8,0,0,659,6939
2017,10,1,984,985.9,0,0,466,6940
2018,5,2,5324,5332.9,639,115,517,6941
2018,9,1,1579,1579.0,0,0,668,6942
2017,2,0,0,0.0,0,0,468,6943
2017,10,0,0,0.0,0,0,521,6944
2017,4,3,6176,6160.7,0,0,529,6945
2017,3,0,0,0.0,0,0,478,6946
2017,8,0,0,0.0,0,0,320,6947
2017,8,0,0,0.0,0,0,201,6948
2017,8,0,0,0.0,0,0,434,6949
2017,4,2,3630,3628.3,0,0,785,6950
2017,1,2,1943,1942.3,483,87,167,6951
2018,6,4,8671,8642.5,0,0,144,6952
2018,3,0,0,0.0,0,0,516,6953
2017,9,0,0,0.0,0,0,721,6954
2017,7,0,0,0.0,0,0,993,6955
2017,7,3,4615,4604.5,0,0,524,6956
2018,3,1,901,894.3,0,0,327,6957
2018,11,3,4118,4119.7,0,0,456,6958
2018,5,1,2213,2216.7,0,0,889,6959
2018,7,0,0,0.0,0,0,683,6960
2017,1,0,0,0.0,0,0,916,6961
2018,3,0,0,0.0,0,0,439,6962
2018,2,2,1092,1105.3,0,0,816,6963
2018,4,4,3603,3594.8,0,0,732,6964
2017,2,0,0,0.0,0,0,574,6965
2017,5,4,8851,8818.6,0,0,284,6966
2017,9,1,1614,1614.1,0,0,344,6967
2018,5,0,0,0.0,0,0,435,6968
2017,3,2,3327,3307.3,0,0,320,6969
2017,2,2,2399,2401.3,0,0,512,6970
2017,7,2,1397,1396.3,0,0,217,6971
2017,4,0,0,0.0,0,0,262,6972
2018,9,2,2133,2130.3,0,0,156,6973
2018,11,1,1542,1537.5,0,0,161,6974
2017,7,2,3575,3572.8,0,0,351,6975
2017,7,3,7703,7691.9,0,0,544,6976
2018,7,5,9445,9441.4,0,0,343,6977
2017,4,4,5678,5691.4,0,0,494,6978
2017,5,5,9501,9502.8,0,0,441,6979
2017,10,1,2470,2466.4,0,0,529,6980
2018,12,0,0,0.0,0,0,758,6981
2017,4,1,2402,2417.2,0,0,149,6982
2017,2,3,3463,3444.5,0,0,95,6983
2018,5,3,2328,2316.9,0,0,522,6984
2017,8,6,9577,9585.6,576,103,459,6985
2018,4,0,0,0.0,0,0,478,6986
2018,2,0,0,0.0,0,0,146,6987
2018,11,1,1238,1242.7,0,0,46,6988
2018,4,3,5566,5592.3,311,59,428,6989
2017,3,1,2109,2121.4,0,0,331,6990
2018,11,0,0,0.0,0,0,553,6991
2018,9,0,0,0.0,0,0,175,6992
2018,4,3,4624,4630.5,0,0,53,6993
2017,3,0,0,0.0,0,0,190,6994
2017,4,0,0,0.0,0,0,67,6995
2017,1,0,0,0.0,0,0,402,6996
2017,11,1,722,756.1,526,95,989,6997
2018,7,0,0,0.0,0,0,395,6998
2017,10,0,0,0.0,0,0,332,6999
2018,8,0,0,0.0,0,0,535,7000
2018,3,2,3830,3800.6,0,0,284,7001
2018,9,0,0,0.0,0,0,579,7002
2017,9,1,1228,1224.1,0,0,582,7003
2017,8,2,3342,3348.4,501,89,267,7004
2018,3,0,0,0.0,0,0,468,7005
2017,9,1,2540,2522.1,0,0,226,7006
2017,12,1,877,864.1,0,0,644,7007
2017,10,0,0,0.0,0,0,396,7008
2017,8,6,7786,7775.5,0,0,264,7009
2017,11,0,0,0.0,0,0,135,7010
2018,4,2,2732,2734.9,0,0,562,7011
2017,3,1,1109,1101.7,0,0,226,7012
2018,10,3,1989,1988.9,0,0,99,7013
2017,6,0,0,0.0,0,0,116,7014
2017,7,0,0,0.0,0,0,273,7015
2018,4,2,2429,2416.8,0,0,382,7016
2017,12,1,1395,1331.5,0,0,72,7017
2017,3,3,5534,5553.0,0,0,137,7018
2018,2,1,2060,2068.9,0,0,183,7019
2018,11,4,6846,6855.0,0,0,50,7020
2018,2,0,0,0.0,0,0,77,7021
2018,8,0,0,0.0,0,0,617,7022
2018,2,2,3660,3659.2,0,0,617,7023
2017,4,0,0,0.0,0,0,189,7024
2017,6,4,2525,2535.8,0,0,836,7025
2017,12,2,1588,1592.0,0,0,94,7026
2018,9,3,2707,2737.7,0,0,51,7027
2017,10,0,0,0.0,0,0,50,7028
2018,3,0,0,0.0,0,0,48,7029
2018,12,5,5997,6017.9,0,0,110,7030
2017,9,3,3887,3875.2,0,0,639,7031
2017,10,3,3643,3636.7,0,0,389,7032
2018,7,0,0,0.0,0,0,501,7033
2017,10,1,1761,1776.5,0,0,41,7034
2018,3,1,3300,3293.5,0,0,809,7035
2018,11,0,0,0.0,0,0,689,7036
2017,5,0,0,0.0,604,109,3,7037
2018,4,0,0,0.0,0,0,85,7038
2018,5,0,0,0.0,0,0,328,7039
2018,4,1,668,704.7,0,0,581,7040
2017,11,4,5391,5388.8,0,0,107,7041
2017,6,0,0,0.0,678,122,165,7042
2017,11,0,0,0.0,0,0,421,7043
2017,6,6,10304,10306.4,0,0,21,7044
2018,7,4,7541,7524.1,0,0,340,7045
2017,9,0,0,0.0,0,0,426,7046
2018,6,0,0,0.0,0,0,198,7047
2018,1,0,0,0.0,0,0,425,7048
2017,9,0,0,0.0,0,0,901,7049
2018,8,5,4177,4168.7,0,0,937,7050
2017,6,2,2147,2149.7,0,0,149,7051
2017,9,0,0,0.0,0,0,611,7052
2018,3,0,0,0.0,0,0,343,7053
2018,8,2,1806,1802.0,0,0,967,7054
2018,7,6,11466,11425.4,0,0,391,7055
2017,5,2,3977,3991.4,0,0,982,7056
2018,3,1,1510,1509.4,0,0,933,7057
2018,11,0,0,0.0,0,0,758,7058
2018,3,4,2499,2494.2,0,0,889,7059
2017,1,0,0,0.0,0,0,681,7060
2017,6,0,0,0.0,0,0,513,7061
2018,6,0,0,0.0,0,0,19,7062
2017,8,0,0,0.0,0,0,588,7063
2017,9,3,5657,5686.2,398,71,788,7064
2017,2,3,5644,5650.3,0,0,323,7065
2017,7,6,14275,14614.8,391,76,264,7066
2018,8,4,4668,4663.1,0,0,823,7067
2017,8,2,2771,2780.1,0,0,418,7068
2018,9,0,0,0.0,0,0,607,7069
2018,7,3,3098,3098.3,0,0,79,7070
2017,2,0,0,0.0,0,0,227,7071
2018,2,2,4697,4713.6,0,0,323,7072
2018,4,0,0,0.0,0,0,217,7073
2018,10,3,5251,5256.0,0,0,129,7074
2018,2,2,1705,1702.2,0,0,324,7075
2017,6,3,3422,3415.7,0,0,770,7076
2018,7,0,0,0.0,0,0,287,7077
2018,9,5,2466,2465.1,0,0,137,7078
2018,4,5,12863,12738.2,0,0,396,7079
2018,1,4,9182,9198.3,0,0,87,7080
2017,11,3,6758,6762.8,0,0,73,7081
2018,11,0,0,0.0,0,0,998,7082
2018,9,0,0,0.0,0,0,45,7083
2018,1,0,0,0.0,0,0,966,7084
2017,5,5,9828,9834.5,0,0,452,7085
2018,12,1,2149,2143.9,0,0,189,7086
2017,5,0,0,0.0,0,0,362,7087
2018,10,0,0,0.0,0,0,475,7088
2018,3,2,4012,4004.6,0,0,981,7089
2017,8,0,0,0.0,0,0,260,7090
2017,6,5,11597,11642.7,0,0,902,7091
2017,10,3,5325,5322.0,0,0,915,7092
2018,1,3,5840,5857.3,0,0,784,7093
2018,12,1,532,516.0,0,0,735,7094
2018,11,2,1795,1794.9,0,0,266,7095
2017,10,0,0,0.0,0,0,777,7096
2018,7,0,0,0.0,0,0,468,7097
2017,4,0,0,0.0,0,0,875,7098
2018,11,4,6520,6514.2,523,95,413,7099
2018,11,0,0,0.0,0,0,563,7100
2017,9,0,0,0.0,0,0,453,7101
2017,4,0,0,0.0,0,0,677,7102
2018,8,1,1521,1517.8,535,97,685,7103
2018,6,0,0,0.0,0,0,166,7104
2018,2,0,0,0.0,0,0,66,7105
2018,8,1,1116,1117.6,639,115,48,7106
2018,7,0,0,0.0,0,0,646,7107
2018,3,3,7404,7403.8,0,0,662,7108
2017,4,0,0,0.0,0,0,917,7109
2018,7,4,5977,5979.8,0,0,866,7110
2018,9,0,0,0.0,0,0,313,7111
2018,5,0,0,0.0,0,0,527,7112
2018,4,2,3795,3795.7,0,0,572,7113
2017,11,0,0,0.0,0,0,259,7114
2018,4,0,0,0.0,0,0,807,7115
2018,9,0,0,0.0,0,0,221,7116
2018,9,0,0,0.0,0,0,28,7117
2018,4,3,2337,2348.9,0,0,282,7118
2017,9,4,7275,7235.3,675,121,18,7119
2017,7,1,4429,4444.3,427,77,18,7120
2018,3,0,0,0.0,0,0,39,7121
2018,6,0,0,0.0,0,0,18,7122
2017,4,4,7211,7180.6,0,0,651,7123
2018,11,0,0,0.0,0,0,493,7124
2017,7,6,20566,17577.1,0,0,846,7125
2017,5,5,5168,5188.5,0,0,715,7126
2018,8,4,6501,6490.8,0,0,524,7127
2018,4,1,1313,1303.7,0,0,44,7128
2017,6,0,0,0.0,0,0,44,7129
2017,10,1,2087,2089.8,0,0,44,7130
2018,12,0,0,0.0,0,0,400,7131
2017,2,0,0,0.0,0,0,382,7132
2017,3,0,0,0.0,0,0,900,7133
2017,7,6,14588,14645.2,654,118,991,7134
2018,11,2,2633,2643.7,0,0,139,7135
2017,12,0,0,0.0,0,0,574,7136
2017,8,0,0,0.0,0,0,555,7137
2017,5,5,8568,8526.1,0,0,359,7138
2018,10,0,0,0.0,0,0,633,7139
2017,2,0,0,0.0,0,0,50,7140
2017,10,0,0,0.0,0,0,579,7141
2017,12,0,0,0.0,0,0,672,7142
2018,1,0,0,0.0,0,0,302,7143
2017,3,0,0,0.0,0,0,161,7144
2018,4,2,4269,4307.5,377,68,183,7145
2018,2,0,0,0.0,0,0,389,7146
2018,7,5,4615,4614.5,0,0,369,7147
2018,8,2,2396,2398.1,0,0,581,7148
2017,11,0,0,0.0,0,0,969,7149
2017,5,3,2736,2738.5,0,0,665,7150
2018,1,0,0,0.0,0,0,353,7151
2017,4,3,4557,4540.2,0,0,23,7152
2017,3,3,5027,4994.4,673,121,792,7153
2018,4,0,0,0.0,0,0,647,7154
2018,11,0,0,0.0,0,0,320,7155
2017,10,3,6834,6843.5,0,0,191,7156
2018,3,4,8139,8142.5,0,0,942,7157
2018,5,0,0,0.0,0,0,186,7158
2017,3,4,2659,2653.6,464,83,780,7159
2018,12,0,0,0.0,0,0,839,7160
2017,4,4,7591,7633.1,0,0,712,7161
2018,11,1,1737,1722.0,0,0,267,7162
2017,4,1,1182,1180.2,0,0,664,7163
2017,7,0,0,0.0,0,0,375,7164
2018,2,0,0,0.0,0,0,415,7165
2017,3,0,0,0.0,0,0,264,7166
2017,7,1,2382,2375.3,529,96,813,7167
2017,6,4,5090,5099.4,638,115,840,7168
2017,8,1,1012,1050.0,670,120,607,7169
2018,2,0,0,0.0,0,0,249,7170
2017,2,4,11420,11425.0,0,0,983,7171
2017,7,2,2445,2443.3,0,0,276,7172
2017,12,1,902,914.2,0,0,324,7173
2018,3,0,0,0.0,0,0,800,7174
2017,10,3,2700,2727.8,0,0,548,7175
2018,12,0,0,0.0,0,0,213,7176
2017,12,0,0,0.0,0,0,716,7177
2017,4,0,0,0.0,0,0,510,7178
2017,2,4,10551,10523.9,0,0,589,7179
2018,11,0,0,0.0,0,0,175,7180
2017,7,3,6444,6468.4,0,0,724,7181
2018,11,2,1759,1767.4,0,0,710,7182
2018,9,0,0,0.0,0,0,781,7183
2018,3,0,0,0.0,0,0,273,7184
2017,11,0,0,0.0,0,0,735,7185
2018,5,5,10583,10685.2,0,0,643,7186
2017,9,0,0,0.0,0,0,284,7187
2018,1,0,0,0.0,0,0,60,7188
2017,4,1,2293,2136.9,624,112,896,7189
2017,3,0,0,0.0,0,0,764,7190
2018,2,1,2316,2308.4,0,0,278,7191
2018,5,3,4510,4515.7,0,0,192,7192
2017,8,0,0,0.0,0,0,907,7193
2018,9,0,0,0.0,0,0,322,7194
2017,10,5,2775,2774.2,0,0,253,7195
2017,11,2,4756,4757.5,0,0,413,7196
2018,7,1,1776,1736.9,848,153,572,7197
2018,12,0,0,0.0,0,0,151,7198
2017,9,2,3605,3607.2,0,0,119,7199
2018,5,0,0,0.0,0,0,221,7200
2017,6,0,0,0.0,0,0,695,7201
2018,3,0,0,0.0,0,0,771,7202
2018,3,2,1457,1464.4,0,0,942,7203
2017,6,0,0,0.0,0,0,493,7204
2017,1,3,4001,3990.9,0,0,618,7205
2017,6,0,0,0.0,0,0,485,7206
2017,7,6,20077,23142.2,0,0,933,7207
2018,6,0,0,0.0,0,0,398,7208
2017,4,3,2998,3013.2,0,0,900,7209
2018,1,1,881,937.1,487,88,796,7210
2017,9,0,0,0.0,0,0,927,7211
2018,12,2,3580,3573.4,0,0,721,7212
2017,8,1,2530,2495.2,0,0,506,7213
2017,10,2,1471,1467.9,0,0,558,7214
2017,11,0,0,0.0,0,0,403,7215
2018,10,2,4120,4114.7,0,0,904,7216
2018,4,5,6826,6822.8,0,0,151,7217
2017,7,0,0,0.0,0,0,359,7218
2017,7,1,2493,2505.7,485,87,133,7219
2018,5,1,1502,1518.2,557,100,301,7220
2018,10,0,0,0.0,0,0,989,7221
2017,6,4,2268,2294.8,0,0,410,7222
2018,12,0,0,0.0,0,0,410,7223
2017,6,0,0,0.0,0,0,277,7224
2018,11,3,5213,5225.2,0,0,94,7225
2017,4,0,0,0.0,0,0,309,7226
2018,5,1,891,885.9,0,0,445,7227
2017,9,3,6738,6736.7,0,0,441,7228
2017,12,3,4661,4654.7,0,0,857,7229
2018,2,1,2304,2313.5,0,0,820,7230
2017,3,4,4501,4505.9,0,0,279,7231
2018,7,3,3644,3637.4,0,0,733,7232
2017,8,4,5961,5950.6,497,89,730,7233
2018,5,3,4379,4332.0,0,0,344,7234
2018,2,0,0,0.0,0,0,647,7235
2017,5,4,4531,4524.0,0,0,48,7236
2017,8,1,1056,1052.5,0,0,228,7237
2017,4,1,2594,2591.4,0,0,909,7238
2017,11,0,0,0.0,0,0,526,7239
2017,12,0,0,0.0,0,0,839,7240
2018,3,4,4147,4158.0,0,0,640,7241
2018,8,2,3008,3002.0,0,0,401,7242
2017,9,0,0,0.0,0,0,683,7243
2018,1,2,2742,2781.9,378,68,231,7244
2018,8,1,1952,1929.3,0,0,149,7245
2017,3,0,0,0.0,0,0,128,7246
2018,8,0,0,0.0,0,0,22,7247
2018,7,0,0,0.0,0,0,923,7248
2018,12,2,2066,2068.4,0,0,758,7249
2018,3,0,0,0.0,0,0,681,7250
2017,1,0,0,0.0,0,0,513,7251
2017,5,5,7370,7371.4,0,0,509,7252
2017,5,4,6202,6196.3,0,0,938,7253
2018,8,3,3747,3752.0,0,0,488,7254
2018,5,0,0,0.0,0,0,321,7255
2018,3,2,3660,3650.0,0,0,27,7256
2017,6,2,5151,5149.1,0,0,27,7257
2017,9,4,5187,5194.3,0,0,986,7258
2017,4,3,3582,3581.5,0,0,27,7259
2018,11,2,3137,3132.5,0,0,551,7260
2018,5,3,4169,4158.2,0,0,358,7261
2017,2,0,0,0.0,0,0,217,7262
2018,6,6,8518,8523.0,0,0,448,7263
2018,6,0,0,0.0,0,0,249,7264
2018,8,2,4649,4659.8,0,0,2,7265
2018,1,0,0,0.0,0,0,983,7266
2017,7,4,9735,9706.0,634,114,160,7267
2018,11,4,4702,4702.2,0,0,348,7268
2017,10,0,0,0.0,0,0,478,7269
2017,11,0,0,0.0,0,0,332,7270
2018,5,1,2571,2581.0,0,0,47,7271
2017,9,5,4803,4809.3,0,0,475,7272
2018,2,1,2401,2416.1,0,0,402,7273
2017,5,0,0,0.0,0,0,455,7274
2018,8,1,526,79.8,0,0,995,7275
2017,11,3,2525,2568.9,361,65,908,7276
2017,9,0,0,0.0,0,0,711,7277
2017,6,0,0,0.0,0,0,877,7278
2018,11,3,4146,4147.8,0,0,142,7279
2018,8,4,6236,6212.9,0,0,436,7280
2018,4,1,1108,1108.5,0,0,112,7281
2018,5,4,2567,2565.1,0,0,891,7282
2017,9,0,0,0.0,0,0,92,7283
2018,1,2,4255,4255.8,0,0,339,7284
2018,3,5,4329,4339.1,0,0,917,7285
2018,8,0,0,0.0,0,0,73,7286
2017,11,3,4209,4205.7,0,0,279,7287
2018,9,1,653,625.0,0,0,80,7288
2017,3,4,3503,3514.6,483,87,855,7289
2018,2,0,0,0.0,0,0,393,7290
2017,4,2,1537,1529.3,0,0,807,7291
2018,11,0,0,0.0,0,0,355,7292
2017,6,0,0,0.0,0,0,28,7293
2018,10,1,0,0.0,0,0,10,7294
2018,12,0,0,0.0,0,0,39,7295
2018,9,4,2673,2667.5,0,0,75,7296
2017,1,0,0,0.0,0,0,546,7297
2017,9,3,5021,5031.8,0,0,825,7298
2017,9,0,0,0.0,0,0,77,7299
2018,12,0,0,0.0,0,0,357,7300
2018,11,0,0,0.0,0,0,555,7301
2017,4,2,4188,4200.8,0,0,359,7302
2018,8,2,4169,4162.1,0,0,325,7303
2018,5,0,0,0.0,0,0,202,7304
2018,2,1,938,911.3,0,0,277,7305
2017,4,0,0,0.0,0,0,302,7306
2017,5,0,0,0.0,0,0,570,7307
2018,2,2,3059,3067.0,0,0,525,7308
2018,5,0,0,0.0,0,0,15,7309
2017,12,1,1642,1639.0,0,0,15,7310
2017,4,0,0,0.0,0,0,110,7311
2018,4,0,0,0.0,0,0,600,7312
2017,3,2,1830,1857.4,0,0,340,7313
2018,2,0,0,0.0,0,0,804,7314
2018,3,3,5173,5200.9,0,0,704,7315
2017,3,0,0,0.0,0,0,704,7316
2017,1,0,0,0.0,0,0,707,7317
2018,8,0,0,0.0,0,0,283,7318
2018,10,0,0,0.0,0,0,465,7319
2017,9,3,3072,3127.4,0,0,948,7320
2018,11,3,6229,6219.6,0,0,730,7321
2017,3,4,5088,5075.7,0,0,510,7322
2018,6,3,4304,4303.8,0,0,974,7323
2017,9,0,0,0.0,0,0,434,7324
2018,8,0,0,0.0,0,0,195,7325
2017,4,0,0,0.0,0,0,920,7326
2018,3,2,4124,4103.7,0,0,849,7327
2017,6,3,5113,5098.7,0,0,876,7328
2017,2,3,7043,7032.5,0,0,210,7329
2017,11,3,7894,7938.0,0,0,185,7330
2017,5,4,6413,6420.4,0,0,231,7331
2018,1,2,1041,1032.5,0,0,708,7332
2017,10,0,0,0.0,0,0,812,7333
2017,3,0,0,0.0,0,0,88,7334
2017,5,0,0,0.0,0,0,375,7335
2017,10,1,1903,1905.4,0,0,642,7336
2018,5,0,0,0.0,0,0,681,7337
2018,10,1,2089,2085.1,0,0,823,7338
2018,10,0,0,0.0,0,0,30,7339
2018,11,2,2406,2421.5,0,0,106,7340
2017,7,5,8177,8149.5,581,103,261,7341
2018,1,3,4889,4867.5,0,0,986,7342
2018,10,2,2829,2905.3,0,0,591,7343
2018,3,0,0,0.0,0,0,872,7344
2018,7,0,0,0.0,0,0,551,7345
2018,3,0,0,0.0,0,0,862,7346
2017,2,2,1254,1265.3,0,0,601,7347
2018,11,2,3359,3365.9,515,93,64,7348
2017,11,3,2980,2983.7,0,0,548,7349
2017,8,0,0,0.0,0,0,705,7350
2017,8,1,1670,1670.1,0,0,114,7351
2018,4,3,2117,2122.2,0,0,332,7352
2018,9,3,4376,4401.6,0,0,882,7353
2018,7,0,0,0.0,0,0,12,7354
